airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
United,259,Los Angeles,New York,2,21,3,3,10,362
American Airlines,333,Miami,Chicago,2,56,6,1,12,380
Delta,397,Miami,Chicago,1,45,4,19,7,391
Delta,268,Chicago,New York,0,56,4,23,2,351
United,399,Los Angeles,Chicago,0,57,6,1,9,311
Delta,260,San Francisco,Miami,0,24,4,2,2,299
United,360,San Francisco,Miami,0,33,5,28,12,391
American Airlines,358,New York,San Francisco,0,51,2,27,11,300
Delta,287,Chicago,Los Angeles,2,27,0,13,5,374
American Airlines,414,Miami,Chicago,2,38,1,16,7,359
Delta,326,Miami,New York,2,41,4,9,2,364
American Airlines,322,Miami,San Francisco,0,40,1,28,5,406
American Airlines,440,New York,San Francisco,1,13,4,31,5,364
American Airlines,446,Miami,Los Angeles,2,39,5,16,11,378
United,273,New York,Miami,1,11,6,15,12,387
Delta,352,Los Angeles,San Francisco,1,10,0,9,9,362
American Airlines,402,Los Angeles,San Francisco,2,25,6,29,12,390
American Airlines,414,Chicago,Miami,2,27,2,19,6,391
United,291,San Francisco,New York,2,29,5,30,11,337
American Airlines,308,Chicago,Los Angeles,0,47,0,20,5,390
American Airlines,411,Chicago,Los Angeles,1,58,4,6,12,312
United,390,New York,Miami,0,18,1,30,1,362
Delta,293,Los Angeles,Chicago,0,27,4,25,10,367
United,368,Miami,New York,2,41,2,11,12,379
United,263,New York,Chicago,1,52,1,6,8,318
United,450,Miami,Los Angeles,2,34,0,30,12,350
Delta,388,Miami,New York,0,30,4,27,9,357
American Airlines,282,San Francisco,Chicago,2,32,1,24,9,350
Delta,321,Miami,Los Angeles,2,52,0,11,11,329
United,312,Chicago,Miami,2,46,2,4,12,373
United,441,Los Angeles,New York,1,32,1,9,7,396
United,281,Miami,Chicago,2,29,5,6,1,338
American Airlines,306,New York,Los Angeles,1,49,3,26,12,325
United,360,Miami,San Francisco,0,19,1,6,8,398
United,291,New York,Miami,0,53,1,27,2,362
American Airlines,300,Los Angeles,Miami,0,49,1,13,8,373
United,353,San Francisco,Miami,0,29,2,8,5,374
Delta,388,Miami,New York,2,59,3,28,11,387
Delta,377,New York,Chicago,0,15,3,15,2,332
American Airlines,389,Chicago,San Francisco,0,47,3,5,9,395
Delta,363,Miami,Chicago,0,34,3,20,6,379
Delta,439,New York,Chicago,1,39,5,21,12,332
United,272,Los Angeles,Miami,1,47,0,1,7,372
American Airlines,411,San Francisco,Chicago,2,22,5,17,2,312
Delta,350,San Francisco,New York,1,22,1,19,3,340
American Airlines,315,San Francisco,Los Angeles,0,53,0,5,2,341
Delta,322,San Francisco,New York,0,46,3,4,4,315
American Airlines,421,New York,Chicago,0,34,6,13,10,356
United,377,New York,San Francisco,0,12,0,18,11,335
United,307,Los Angeles,San Francisco,2,36,1,12,3,311
United,261,New York,Miami,2,35,3,23,5,396
American Airlines,371,Chicago,Miami,0,38,5,26,10,319
American Airlines,308,New York,Chicago,1,50,6,10,3,341
American Airlines,306,Los Angeles,Chicago,1,54,1,15,10,349
American Airlines,398,Miami,San Francisco,2,52,0,6,5,366
American Airlines,395,New York,Los Angeles,1,50,4,16,8,316
Delta,301,Chicago,Los Angeles,1,45,4,16,8,329
Delta,311,Los Angeles,Miami,2,28,6,19,5,321
Delta,333,Los Angeles,Chicago,1,25,5,22,6,373
Delta,308,San Francisco,New York,1,19,6,6,10,342
Delta,440,Los Angeles,New York,1,45,3,17,10,307
American Airlines,299,Miami,Chicago,1,37,3,26,9,394
United,447,San Francisco,Los Angeles,1,51,4,22,11,334
United,389,Los Angeles,San Francisco,0,54,4,30,8,349
United,391,Miami,San Francisco,0,14,3,18,1,351
Delta,299,New York,San Francisco,1,56,5,28,12,295
United,380,San Francisco,Chicago,2,21,3,2,5,360
United,265,Chicago,San Francisco,1,37,2,26,6,413
United,425,San Francisco,Chicago,0,46,1,9,1,311
Delta,253,Miami,San Francisco,2,10,1,5,3,333
United,373,Chicago,Miami,0,16,5,3,2,364
Delta,250,Miami,Chicago,1,18,1,9,4,362
American Airlines,279,Miami,Los Angeles,2,49,4,22,3,330
Delta,405,Miami,New York,2,16,2,3,7,400
Delta,382,Los Angeles,New York,0,31,1,2,4,312
Delta,449,New York,Los Angeles,2,53,1,24,12,334
Delta,361,New York,Miami,2,60,5,23,3,302
American Airlines,285,Los Angeles,Miami,1,41,2,28,2,332
Delta,423,San Francisco,Chicago,0,45,2,11,9,340
United,270,Miami,San Francisco,2,37,3,27,6,346
American Airlines,287,San Francisco,Los Angeles,2,39,5,14,12,336
United,425,Chicago,Los Angeles,2,50,4,9,8,350
American Airlines,391,New York,Los Angeles,1,49,1,1,10,387
American Airlines,341,San Francisco,Chicago,1,50,2,27,11,357
American Airlines,289,Los Angeles,Chicago,2,19,6,7,7,380
Delta,277,Chicago,Los Angeles,0,34,0,29,4,331
American Airlines,402,New York,Los Angeles,2,48,4,13,9,397
Delta,323,San Francisco,Los Angeles,0,14,5,26,10,336
United,321,Los Angeles,New York,0,44,6,1,9,382
United,391,New York,San Francisco,1,60,5,13,4,305
United,327,Chicago,San Francisco,0,54,1,12,11,356
Delta,293,San Francisco,Los Angeles,1,36,6,4,8,399
Delta,298,San Francisco,Chicago,2,22,4,19,7,386
United,429,San Francisco,New York,1,36,1,29,10,365
Delta,347,Los Angeles,Chicago,0,31,1,11,6,325
Delta,328,Chicago,San Francisco,0,36,4,18,10,309
United,341,Chicago,Miami,2,18,6,23,6,337
American Airlines,378,San Francisco,Chicago,1,24,4,31,5,330
American Airlines,380,Chicago,New York,2,19,4,19,7,374
Delta,445,Chicago,Los Angeles,2,12,1,2,7,393
American Airlines,281,New York,Los Angeles,0,38,2,13,3,329
United,269,Chicago,Miami,0,59,3,12,9,396
American Airlines,284,Los Angeles,New York,0,29,2,21,2,307
Delta,433,New York,Chicago,1,11,5,9,11,389
United,372,Chicago,New York,1,39,6,24,3,399
Delta,330,Los Angeles,Miami,1,32,5,24,2,363
Delta,279,San Francisco,New York,1,19,5,16,11,361
American Airlines,298,Chicago,Miami,0,31,0,24,6,392
Delta,431,San Francisco,Miami,1,58,0,29,1,372
Delta,385,Miami,San Francisco,2,18,5,28,9,320
American Airlines,440,New York,Chicago,0,30,1,22,10,391
American Airlines,430,San Francisco,Miami,2,37,3,25,7,348
American Airlines,322,New York,Los Angeles,2,46,0,16,9,393
American Airlines,425,New York,San Francisco,2,38,3,25,4,364
Delta,448,Miami,Chicago,1,24,1,24,12,361
Delta,280,Chicago,San Francisco,0,18,0,16,12,307
American Airlines,305,Los Angeles,Chicago,0,49,6,11,2,372
United,314,Chicago,Los Angeles,2,34,4,1,3,378
American Airlines,435,Miami,Los Angeles,1,49,1,30,7,409
Delta,426,Miami,Chicago,0,31,4,23,2,316
Delta,413,New York,San Francisco,1,16,2,31,7,332
Delta,335,Los Angeles,New York,0,23,4,19,7,387
United,406,Los Angeles,Chicago,1,51,3,28,11,418
United,302,Chicago,San Francisco,1,59,6,24,3,355
American Airlines,405,New York,San Francisco,2,31,4,5,1,371
United,265,Los Angeles,New York,1,46,5,18,5,398
United,258,San Francisco,Los Angeles,1,44,6,29,9,332
United,316,San Francisco,Los Angeles,0,45,6,18,2,327
American Airlines,368,San Francisco,New York,0,60,6,31,3,302
Delta,338,San Francisco,Los Angeles,0,23,5,23,11,342
Delta,350,Miami,Los Angeles,1,37,4,20,12,319
Delta,270,San Francisco,Los Angeles,0,44,3,26,9,320
United,361,New York,San Francisco,2,27,5,20,4,324
American Airlines,261,Los Angeles,New York,2,14,1,10,9,396
American Airlines,306,Miami,New York,2,47,3,11,1,349
Delta,333,Chicago,New York,2,43,3,9,5,341
United,446,Chicago,Miami,0,56,0,15,1,346
United,273,Miami,New York,2,56,6,28,4,382
American Airlines,251,Chicago,Los Angeles,2,10,1,30,1,364
American Airlines,433,Chicago,Los Angeles,2,18,4,1,3,372
American Airlines,421,Los Angeles,Miami,1,60,0,13,5,409
American Airlines,345,Chicago,New York,2,33,6,29,12,338
American Airlines,269,San Francisco,Los Angeles,0,44,3,12,12,326
United,330,New York,Chicago,2,52,3,14,3,352
American Airlines,400,Miami,San Francisco,0,59,4,9,8,347
American Airlines,427,Miami,San Francisco,0,34,0,1,1,341
American Airlines,319,Chicago,New York,0,54,3,22,8,316
United,337,New York,Miami,1,56,3,26,9,334
American Airlines,326,Chicago,Los Angeles,1,58,6,8,12,295
Delta,376,Los Angeles,Chicago,1,22,6,22,9,381
United,411,New York,Miami,0,42,5,24,8,383
Delta,296,Los Angeles,San Francisco,2,59,3,22,2,368
United,367,San Francisco,Los Angeles,2,57,2,24,1,297
United,325,Miami,Chicago,0,35,3,1,8,316
United,383,San Francisco,Los Angeles,1,24,0,1,1,429
Delta,354,New York,Chicago,2,19,1,23,1,382
American Airlines,415,Miami,Los Angeles,0,50,3,16,5,391
American Airlines,277,Los Angeles,Chicago,1,33,2,31,7,396
United,407,New York,Los Angeles,0,29,6,27,10,393
United,384,San Francisco,New York,0,56,3,25,7,379
Delta,298,Los Angeles,San Francisco,1,60,6,17,11,308
United,353,San Francisco,New York,0,38,4,12,7,416
Delta,439,New York,San Francisco,1,51,6,25,8,374
United,352,Chicago,Miami,0,48,3,6,6,394
Delta,287,Miami,Los Angeles,2,17,1,29,10,387
United,417,New York,Chicago,2,48,6,10,11,340
American Airlines,434,Miami,Chicago,0,41,2,28,2,341
United,349,San Francisco,Los Angeles,2,23,3,22,8,336
United,326,Miami,New York,1,22,4,1,3,386
American Airlines,331,Miami,New York,1,59,4,23,2,383
Delta,426,Miami,San Francisco,2,39,2,10,4,309
American Airlines,267,New York,San Francisco,1,60,4,12,7,324
American Airlines,261,Miami,Chicago,2,31,6,3,11,330
Delta,368,Miami,Chicago,1,56,3,5,9,333
American Airlines,410,New York,Los Angeles,1,40,6,28,7,339
United,364,Chicago,Los Angeles,0,19,6,3,11,312
American Airlines,366,Los Angeles,Miami,1,35,3,9,5,406
Delta,345,San Francisco,Los Angeles,2,17,4,6,9,375
United,330,Chicago,San Francisco,1,22,1,28,5,395
Delta,254,Chicago,New York,1,15,6,16,6,382
Delta,380,Chicago,Miami,2,15,3,17,10,347
American Airlines,413,New York,San Francisco,0,36,0,19,8,373
American Airlines,408,Miami,San Francisco,2,20,5,6,1,325
American Airlines,331,Miami,San Francisco,1,32,3,21,11,383
United,394,Chicago,Los Angeles,2,31,2,10,4,382
United,308,Miami,Los Angeles,0,32,2,22,5,396
American Airlines,385,New York,Miami,0,17,6,14,1,316
United,258,New York,Chicago,1,46,1,21,5,374
American Airlines,319,Miami,Chicago,2,59,2,24,1,354
Delta,318,Los Angeles,San Francisco,2,41,0,5,8,393
American Airlines,330,San Francisco,Chicago,2,27,0,13,5,409
United,446,Los Angeles,New York,1,40,4,1,3,336
Delta,403,Los Angeles,New York,1,53,6,12,5,322
American Airlines,331,Los Angeles,San Francisco,2,28,6,10,11,369
United,412,Los Angeles,Chicago,0,27,2,5,6,335
American Airlines,350,Los Angeles,Chicago,2,40,5,10,2,322
American Airlines,281,Miami,Los Angeles,0,13,0,8,4,357
American Airlines,294,New York,Miami,2,45,2,17,7,414
Delta,324,Chicago,Los Angeles,2,33,4,12,1,383
Delta,393,New York,Los Angeles,0,55,2,12,6,351
United,255,San Francisco,Los Angeles,2,40,2,24,1,350
American Airlines,337,New York,Chicago,2,48,4,14,6,366
American Airlines,397,New York,San Francisco,0,41,2,14,8,399
American Airlines,364,New York,Miami,2,30,3,25,4,385
American Airlines,365,New York,Miami,1,31,5,3,8,337
American Airlines,372,Los Angeles,Miami,2,55,3,11,1,334
United,358,Los Angeles,Miami,1,60,4,22,3,310
United,303,San Francisco,New York,2,50,6,31,3,379
United,270,Chicago,Miami,2,45,1,23,1,304
Delta,372,Chicago,Miami,1,51,3,26,12,334
United,349,Miami,Los Angeles,0,21,5,28,12,354
American Airlines,422,Miami,New York,0,22,1,19,3,313
United,315,San Francisco,New York,0,50,3,25,4,307
Delta,310,Los Angeles,San Francisco,2,56,2,17,1,382
Delta,394,Chicago,Los Angeles,2,34,0,2,12,376
United,374,New York,San Francisco,2,27,1,13,8,352
United,348,Chicago,New York,0,29,1,1,10,310
Delta,264,New York,Chicago,1,26,1,14,5,396
American Airlines,320,Los Angeles,Miami,1,39,3,21,11,312
Delta,366,New York,San Francisco,2,21,1,30,7,415
American Airlines,422,Los Angeles,New York,0,39,3,11,4,377
United,341,Miami,Los Angeles,1,39,4,16,2,388
Delta,302,New York,Chicago,2,38,4,25,10,323
Delta,446,New York,Chicago,2,44,4,13,9,351
United,389,Miami,Chicago,1,42,4,27,12,299
Delta,297,Los Angeles,New York,0,51,0,22,7,386
United,398,Chicago,New York,1,54,6,26,5,349
American Airlines,310,Chicago,Miami,1,25,1,23,7,328
Delta,352,Los Angeles,Miami,2,49,4,17,5,340
Delta,276,San Francisco,New York,2,11,3,31,10,385
Delta,376,Miami,Chicago,2,58,2,10,1,305
Delta,341,San Francisco,New York,0,19,0,1,7,396
United,376,New York,San Francisco,2,20,3,12,12,386
United,319,New York,San Francisco,1,35,2,27,3,362
United,411,New York,Los Angeles,1,17,2,17,1,318
American Airlines,285,Miami,San Francisco,2,23,4,19,4,378
Delta,274,Los Angeles,New York,0,53,6,10,11,322
United,371,Chicago,San Francisco,2,33,3,1,8,397
United,314,New York,San Francisco,2,18,2,28,8,363
American Airlines,389,San Francisco,New York,0,53,3,25,1,365
United,344,Miami,New York,2,52,1,12,11,369
American Airlines,442,Miami,New York,1,33,1,19,3,341
United,400,Los Angeles,Miami,1,11,4,31,5,377
Delta,289,New York,San Francisco,0,20,2,29,5,349
Delta,294,Los Angeles,Chicago,0,30,6,31,3,327
Delta,437,New York,Los Angeles,1,10,2,19,6,395
Delta,396,Miami,Chicago,1,19,4,22,11,317
United,376,San Francisco,Miami,2,59,5,7,12,323
Delta,396,Chicago,San Francisco,2,45,3,7,11,348
Delta,366,Chicago,Miami,1,18,1,7,5,337
United,373,New York,Los Angeles,0,19,1,18,6,344
American Airlines,314,Miami,San Francisco,2,24,0,9,9,395
United,371,San Francisco,Miami,0,33,5,28,12,357
Delta,402,Los Angeles,Miami,2,11,4,1,3,304
United,442,San Francisco,Miami,1,38,4,15,3,337
American Airlines,267,New York,Los Angeles,1,38,2,23,10,379
American Airlines,268,New York,San Francisco,0,50,0,3,6,326
American Airlines,320,Los Angeles,Miami,0,10,0,1,4,338
American Airlines,350,Miami,San Francisco,1,14,3,21,3,316
American Airlines,277,San Francisco,Los Angeles,0,58,3,28,3,389
United,260,Chicago,Miami,2,18,0,10,6,375
Delta,387,Chicago,New York,0,28,0,5,2,375
Delta,395,New York,Los Angeles,0,37,1,3,9,323
Delta,380,Los Angeles,Chicago,0,48,0,1,7,342
American Airlines,258,New York,Chicago,2,52,0,29,4,393
United,435,Chicago,New York,1,45,5,11,5,355
United,273,San Francisco,Miami,0,18,2,10,7,416
Delta,404,New York,Miami,0,19,5,18,5,339
Delta,403,Chicago,San Francisco,2,33,2,21,8,340
American Airlines,256,Chicago,Miami,1,21,1,9,1,314
United,257,New York,San Francisco,1,19,6,16,6,351
Delta,265,Chicago,Los Angeles,2,28,6,13,10,370
American Airlines,436,Miami,New York,1,51,2,6,3,376
Delta,356,Miami,San Francisco,1,13,5,6,1,295
United,312,Miami,New York,1,49,6,9,6,389
United,411,Los Angeles,Chicago,1,14,6,28,1,306
United,283,Miami,New York,2,13,6,16,6,331
United,430,San Francisco,Los Angeles,2,26,0,5,2,362
American Airlines,319,Miami,Chicago,2,41,1,14,5,407
American Airlines,392,San Francisco,Miami,1,44,5,6,7,387
American Airlines,339,Miami,New York,1,11,3,10,10,389
Delta,346,Miami,Chicago,0,25,4,22,11,398
American Airlines,341,San Francisco,Chicago,0,18,1,3,12,298
Delta,286,Los Angeles,Chicago,1,60,2,13,11,357
Delta,326,New York,Chicago,1,50,4,27,9,344
Delta,378,San Francisco,New York,2,39,0,12,2,329
United,370,San Francisco,Chicago,2,39,0,14,10,349
Delta,416,Chicago,Los Angeles,2,56,0,2,12,382
United,389,Chicago,Los Angeles,2,20,2,3,7,382
American Airlines,403,New York,San Francisco,2,54,1,21,5,378
Delta,415,Los Angeles,Chicago,2,45,4,7,6,350
American Airlines,317,New York,Miami,2,32,2,14,2,344
United,419,Chicago,San Francisco,0,59,1,15,10,373
American Airlines,282,Chicago,Los Angeles,0,27,3,19,12,299
American Airlines,281,Los Angeles,Miami,1,60,2,11,12,316
Delta,439,Chicago,New York,2,16,3,26,9,371
American Airlines,335,Miami,San Francisco,1,32,2,1,5,324
Delta,434,San Francisco,New York,1,27,5,21,9,403
American Airlines,336,Miami,San Francisco,2,16,1,27,2,370
United,418,Miami,Los Angeles,2,17,5,4,5,359
Delta,255,New York,Chicago,1,31,2,12,6,378
Delta,423,San Francisco,Chicago,2,58,2,20,11,387
American Airlines,260,Los Angeles,San Francisco,1,11,5,6,4,403
American Airlines,315,San Francisco,Chicago,0,46,5,28,9,357
Delta,420,New York,Los Angeles,2,46,6,14,4,348
Delta,425,San Francisco,Los Angeles,2,19,0,6,5,397
