airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
American Airlines,272,Chicago,San Francisco,2,21,5,7,9,371
American Airlines,338,Los Angeles,Chicago,1,39,2,17,4,356
Delta,292,New York,Los Angeles,0,49,3,6,6,334
United,259,San Francisco,Los Angeles,1,42,6,6,10,394
American Airlines,283,San Francisco,New York,2,51,5,23,11,306
American Airlines,281,Los Angeles,Chicago,2,44,2,26,6,337
American Airlines,421,Los Angeles,Chicago,1,12,2,7,8,324
Delta,299,Chicago,San Francisco,2,26,6,22,9,395
American Airlines,379,San Francisco,Chicago,1,14,2,21,8,383
American Airlines,393,New York,Miami,2,52,3,22,8,325
United,415,New York,Los Angeles,2,51,0,16,12,394
Delta,332,San Francisco,Los Angeles,2,51,2,18,12,374
Delta,367,Los Angeles,New York,2,49,0,16,12,337
United,298,New York,San Francisco,1,42,3,29,2,380
Delta,298,Los Angeles,San Francisco,0,47,5,4,5,360
United,284,Miami,New York,2,53,4,22,11,369
American Airlines,375,San Francisco,New York,1,41,4,26,4,389
Delta,346,Miami,San Francisco,0,60,3,1,8,353
American Airlines,449,Los Angeles,San Francisco,0,10,6,21,7,405
American Airlines,370,Chicago,Los Angeles,1,38,2,28,2,352
United,327,Los Angeles,Chicago,1,45,1,30,1,336
American Airlines,427,Miami,Los Angeles,2,39,4,19,7,342
Delta,312,Los Angeles,Chicago,1,25,4,6,9,334
American Airlines,380,New York,Miami,0,44,4,13,12,361
Delta,387,Miami,New York,1,59,5,28,9,325
United,363,San Francisco,Chicago,2,27,2,17,1,300
Delta,444,San Francisco,Miami,0,21,2,5,6,315
United,368,Los Angeles,New York,0,50,5,6,1,361
American Airlines,290,Miami,Chicago,0,55,0,4,3,306
United,292,New York,San Francisco,0,21,3,12,9,320
United,332,New York,Chicago,0,31,3,19,9,359
United,318,Chicago,New York,0,39,6,11,2,316
Delta,342,Miami,San Francisco,1,48,2,18,12,393
American Airlines,293,San Francisco,Miami,1,26,0,15,7,340
Delta,434,Miami,Chicago,1,16,2,3,1,358
American Airlines,289,Miami,San Francisco,1,42,0,5,8,379
Delta,374,New York,Los Angeles,0,26,1,11,6,389
American Airlines,315,San Francisco,Los Angeles,1,50,1,16,4,392
American Airlines,368,San Francisco,Los Angeles,2,46,0,24,6,364
United,419,New York,Chicago,0,55,3,21,3,374
United,353,Chicago,Miami,0,27,5,16,3,380
Delta,280,Miami,San Francisco,0,60,1,9,4,363
United,376,New York,Miami,0,56,2,31,1,381
American Airlines,332,Miami,Los Angeles,2,32,5,9,3,395
Delta,403,Los Angeles,Miami,2,58,3,29,8,334
American Airlines,377,Miami,Los Angeles,1,51,1,27,2,317
Delta,298,Los Angeles,San Francisco,0,15,6,22,9,394
American Airlines,275,New York,San Francisco,0,21,0,5,2,369
United,251,New York,San Francisco,0,20,2,12,6,370
Delta,423,Miami,Chicago,1,28,2,21,2,345
American Airlines,414,Miami,San Francisco,2,52,1,31,12,318
United,356,Chicago,San Francisco,2,37,0,28,10,326
Delta,354,Los Angeles,San Francisco,1,50,4,21,6,335
American Airlines,391,Los Angeles,San Francisco,0,45,2,17,4,345
United,259,Chicago,New York,2,23,5,20,7,405
United,446,Chicago,Los Angeles,1,45,2,7,8,391
American Airlines,395,San Francisco,Miami,1,14,3,18,7,397
Delta,255,Miami,New York,1,49,0,11,3,385
Delta,357,Chicago,Miami,0,37,6,15,9,330
United,274,Miami,Chicago,2,15,5,27,7,343
United,359,Miami,San Francisco,1,34,0,1,7,395
United,385,Miami,New York,1,44,3,1,2,354
American Airlines,258,Miami,Chicago,2,26,4,1,3,391
United,444,New York,San Francisco,0,31,1,27,2,390
United,450,Chicago,Miami,1,20,3,30,5,408
Delta,445,Chicago,San Francisco,2,32,1,29,10,320
Delta,299,Chicago,Los Angeles,1,56,2,18,12,332
United,343,Los Angeles,San Francisco,0,47,1,24,9,368
Delta,284,New York,Chicago,0,58,3,11,4,314
American Airlines,256,San Francisco,New York,0,13,3,18,7,407
United,341,San Francisco,New York,1,31,3,1,8,350
American Airlines,435,Miami,Los Angeles,2,54,2,31,7,348
United,446,Los Angeles,Miami,1,30,1,23,4,364
United,410,Chicago,Miami,0,31,1,28,5,353
United,324,New York,Los Angeles,1,48,2,17,1,326
American Airlines,380,Chicago,Los Angeles,0,53,5,7,12,296
United,397,Miami,San Francisco,0,27,6,23,6,372
United,365,San Francisco,Chicago,0,15,3,21,11,397
American Airlines,400,New York,Chicago,2,28,0,12,8,374
United,323,Miami,Los Angeles,1,18,0,1,1,416
Delta,266,Chicago,Los Angeles,2,46,6,28,4,351
Delta,334,Chicago,Los Angeles,1,41,4,26,7,393
Delta,290,Chicago,New York,0,52,6,19,5,390
Delta,395,Chicago,Miami,0,16,0,19,8,400
United,352,Miami,San Francisco,0,34,0,1,1,361
United,307,Los Angeles,New York,2,31,5,6,4,316
Delta,369,San Francisco,Chicago,2,28,3,29,8,371
United,251,San Francisco,Chicago,2,37,6,16,6,346
American Airlines,450,Miami,Chicago,0,39,3,11,4,319
Delta,287,Los Angeles,Chicago,1,34,4,22,11,329
United,384,Chicago,New York,2,52,3,9,5,403
United,344,San Francisco,Miami,0,12,6,15,9,339
Delta,447,Chicago,San Francisco,2,11,0,5,2,393
American Airlines,327,Chicago,Miami,0,49,4,5,4,399
Delta,376,Miami,San Francisco,1,51,1,28,5,373
United,369,New York,Los Angeles,2,19,6,8,12,370
American Airlines,356,Miami,Los Angeles,0,52,5,16,11,371
American Airlines,310,Los Angeles,Miami,0,47,2,22,5,329
Delta,283,New York,Miami,2,37,0,25,11,383
Delta,321,Chicago,Miami,1,28,6,28,1,379
United,385,Chicago,Miami,2,22,3,19,12,372
United,332,New York,Miami,2,55,3,18,1,290
United,379,Chicago,Los Angeles,0,13,4,22,11,344
Delta,305,San Francisco,Chicago,0,12,5,20,4,326
Delta,300,New York,Miami,0,51,6,27,10,363
United,257,Chicago,Los Angeles,0,25,6,14,1,389
United,375,San Francisco,New York,2,36,4,27,12,361
American Airlines,347,Chicago,New York,1,44,4,10,5,350
United,421,Chicago,New York,0,44,2,2,10,400
United,387,Miami,Chicago,2,60,0,26,8,351
United,252,Los Angeles,Miami,1,45,4,29,11,351
American Airlines,264,Chicago,New York,1,32,4,2,8,405
Delta,360,New York,Miami,2,30,5,6,1,340
Delta,308,Miami,Chicago,1,24,4,5,7,361
American Airlines,380,San Francisco,Miami,0,55,5,10,2,337
American Airlines,414,New York,San Francisco,1,18,6,19,5,401
United,399,Chicago,Los Angeles,0,24,4,11,10,366
Delta,339,Miami,Los Angeles,0,32,2,9,10,399
Delta,306,Miami,Los Angeles,1,35,3,12,12,358
Delta,300,Chicago,New York,0,28,5,2,11,301
United,335,Chicago,Miami,1,24,0,25,11,347
American Airlines,435,New York,San Francisco,2,48,2,24,1,350
Delta,427,Chicago,New York,1,22,6,28,4,363
United,335,New York,Los Angeles,1,56,1,27,2,387
Delta,254,New York,Miami,0,30,6,29,12,346
United,354,Los Angeles,Chicago,2,14,4,1,11,385
American Airlines,355,Miami,New York,1,16,2,6,11,378
Delta,443,New York,San Francisco,0,44,0,27,5,419
Delta,386,San Francisco,Miami,2,45,0,16,9,334
United,395,Miami,Los Angeles,0,44,0,11,3,374
American Airlines,297,San Francisco,Chicago,0,58,1,26,3,317
American Airlines,432,New York,Miami,0,44,2,17,4,360
Delta,310,Miami,New York,2,24,5,13,1,363
Delta,364,Chicago,New York,1,33,6,10,3,365
American Airlines,377,San Francisco,Los Angeles,2,23,0,19,8,354
United,449,Chicago,Los Angeles,0,23,0,22,1,292
United,284,Chicago,New York,1,53,2,7,2,350
Delta,312,San Francisco,Chicago,2,18,3,13,6,315
Delta,401,San Francisco,Chicago,2,14,1,7,5,373
Delta,409,New York,Los Angeles,2,33,5,20,1,375
United,255,New York,Chicago,2,24,6,11,2,344
American Airlines,416,Miami,Los Angeles,2,22,4,8,11,395
United,411,San Francisco,Los Angeles,0,34,2,28,2,394
Delta,301,New York,Miami,2,60,3,12,12,336
American Airlines,253,Los Angeles,Miami,0,29,1,3,9,370
Delta,427,San Francisco,Chicago,0,10,1,3,9,370
Delta,278,San Francisco,New York,0,38,5,20,4,344
American Airlines,342,San Francisco,Miami,0,25,1,17,9,396
American Airlines,300,Chicago,Miami,0,59,2,3,1,364
American Airlines,265,New York,Los Angeles,2,44,2,13,11,314
American Airlines,353,Chicago,Miami,0,55,4,20,12,336
United,443,Chicago,Los Angeles,2,30,5,29,6,370
American Airlines,285,New York,San Francisco,2,48,0,8,7,330
Delta,410,New York,Miami,1,60,4,5,7,381
United,404,Chicago,Miami,2,54,0,21,10,355
United,436,San Francisco,Chicago,1,29,3,13,6,317
Delta,322,Los Angeles,Chicago,0,38,3,4,4,355
American Airlines,302,Chicago,San Francisco,0,33,5,18,5,397
United,371,Los Angeles,Miami,2,43,3,15,2,297
American Airlines,288,Chicago,New York,0,57,0,11,3,326
United,446,Miami,Los Angeles,2,19,1,13,8,326
United,354,New York,Miami,2,43,1,9,7,326
United,330,Los Angeles,Chicago,0,52,5,29,6,320
United,340,Chicago,Los Angeles,2,10,2,12,6,351
United,386,New York,Los Angeles,2,39,2,11,9,317
Delta,373,San Francisco,Los Angeles,0,41,1,20,2,325
Delta,345,Miami,Los Angeles,1,59,1,24,9,345
American Airlines,286,New York,San Francisco,2,12,6,25,2,321
American Airlines,425,Chicago,San Francisco,1,23,3,8,2,323
United,284,New York,Miami,2,20,3,17,10,359
American Airlines,293,Los Angeles,New York,1,46,3,18,4,392
United,261,Los Angeles,Miami,0,23,5,28,12,391
United,402,Los Angeles,New York,1,28,6,9,6,370
American Airlines,315,New York,San Francisco,1,20,0,25,11,303
Delta,387,Miami,San Francisco,1,51,0,27,5,418
American Airlines,290,Chicago,New York,0,32,5,23,11,374
Delta,331,Los Angeles,Chicago,2,43,5,21,12,377
United,424,Los Angeles,Chicago,0,29,6,21,7,371
United,415,San Francisco,Chicago,1,27,6,28,1,348
United,347,Chicago,Los Angeles,1,13,3,22,2,340
American Airlines,338,Chicago,San Francisco,0,42,4,23,8,320
American Airlines,438,Miami,Chicago,1,52,6,15,12,389
American Airlines,370,New York,Miami,1,47,5,27,7,321
United,397,Miami,Los Angeles,1,48,4,11,10,395
American Airlines,386,Miami,Los Angeles,0,29,6,7,1,335
American Airlines,363,Los Angeles,San Francisco,1,56,3,4,4,335
American Airlines,396,San Francisco,Miami,0,41,2,11,12,394
American Airlines,332,Miami,Los Angeles,1,26,3,5,12,298
United,391,New York,Los Angeles,1,36,5,2,3,383
Delta,263,Miami,New York,2,36,4,30,8,343
Delta,395,New York,Chicago,2,12,0,15,1,318
American Airlines,280,Los Angeles,New York,1,14,6,19,5,376
American Airlines,312,Miami,Chicago,1,33,3,21,11,331
Delta,431,New York,San Francisco,2,34,0,27,5,413
Delta,266,Los Angeles,New York,2,38,6,14,1,324
United,264,Los Angeles,New York,2,17,3,21,11,360
Delta,393,New York,Miami,2,24,2,29,5,355
Delta,428,Miami,San Francisco,2,36,1,2,7,349
American Airlines,327,San Francisco,Chicago,0,22,4,15,11,356
Delta,358,New York,Los Angeles,1,58,6,8,9,312
United,289,New York,Chicago,0,53,2,18,9,392
American Airlines,359,Los Angeles,Chicago,2,23,1,23,4,306
United,400,San Francisco,Miami,0,43,0,1,7,338
American Airlines,262,New York,Chicago,0,32,2,20,3,380
American Airlines,351,Los Angeles,New York,2,55,5,22,6,360
American Airlines,406,Chicago,Los Angeles,2,42,3,3,10,371
American Airlines,370,San Francisco,New York,0,35,4,2,8,384
United,383,Chicago,New York,0,26,4,9,8,409
United,258,Los Angeles,Miami,0,31,6,28,1,323
Delta,374,Los Angeles,Chicago,1,14,3,8,8,343
United,390,Los Angeles,New York,0,55,3,4,7,398
American Airlines,257,Los Angeles,San Francisco,0,44,0,1,7,382
American Airlines,393,San Francisco,Los Angeles,1,11,6,4,2,354
Delta,409,Los Angeles,Chicago,2,57,4,17,5,332
United,327,Los Angeles,Chicago,1,41,0,2,12,372
American Airlines,417,San Francisco,Chicago,0,38,6,7,1,338
United,284,Miami,Los Angeles,1,14,3,28,3,365
Delta,369,San Francisco,Miami,1,36,2,21,2,332
Delta,403,Miami,New York,1,11,5,15,6,353
American Airlines,265,Miami,Los Angeles,0,15,3,19,12,301
American Airlines,424,Los Angeles,Chicago,1,22,6,8,12,376
American Airlines,364,New York,San Francisco,0,18,4,2,2,296
Delta,332,San Francisco,Los Angeles,2,35,6,14,4,402
Delta,268,New York,Chicago,0,13,2,22,5,356
American Airlines,370,Los Angeles,Chicago,0,59,2,24,1,359
United,381,New York,San Francisco,2,39,3,27,6,394
United,415,Miami,San Francisco,1,23,0,22,7,373
Delta,402,Chicago,Los Angeles,2,40,3,20,6,363
American Airlines,297,San Francisco,Chicago,0,19,2,8,5,352
United,267,Miami,New York,0,50,5,7,9,372
American Airlines,386,New York,Miami,1,54,1,30,1,317
Delta,296,Miami,San Francisco,2,50,2,5,6,352
Delta,275,Miami,Chicago,2,42,4,9,2,310
United,442,Los Angeles,Miami,0,37,0,15,4,360
Delta,341,Los Angeles,New York,0,47,4,23,2,386
United,426,Los Angeles,San Francisco,2,54,1,20,8,353
American Airlines,278,New York,Los Angeles,2,54,0,10,6,358
United,445,San Francisco,Chicago,2,28,4,2,8,341
American Airlines,402,Chicago,Miami,2,40,3,19,12,339
United,377,Miami,Los Angeles,1,25,5,4,5,358
United,352,San Francisco,New York,1,48,0,15,1,381
Delta,309,Los Angeles,Chicago,1,12,5,7,12,306
United,253,Los Angeles,Chicago,1,39,0,8,1,355
American Airlines,415,Los Angeles,Chicago,2,45,3,27,6,365
American Airlines,253,San Francisco,Los Angeles,1,34,0,23,12,339
American Airlines,348,San Francisco,Miami,2,45,6,12,5,385
Delta,363,Miami,Chicago,2,46,5,13,1,354
Delta,351,Miami,San Francisco,1,45,3,31,10,409
United,273,Chicago,Miami,1,19,6,1,12,362
Delta,296,Miami,Chicago,1,12,2,13,11,300
American Airlines,437,Chicago,Los Angeles,2,58,4,1,11,321
United,394,Miami,Los Angeles,0,53,4,3,5,362
American Airlines,409,Chicago,Los Angeles,2,38,2,30,10,382
Delta,371,Miami,San Francisco,0,20,4,5,1,364
Delta,362,Chicago,San Francisco,1,11,1,24,12,378
Delta,406,San Francisco,Miami,0,54,2,31,7,411
Delta,270,New York,Los Angeles,0,20,1,31,12,365
Delta,403,Miami,Los Angeles,2,18,4,16,2,321
American Airlines,376,San Francisco,Los Angeles,1,48,2,21,2,367
United,288,San Francisco,New York,0,25,3,31,10,403
Delta,340,Miami,Los Angeles,2,28,1,24,12,297
United,436,Los Angeles,Miami,0,29,3,29,8,331
United,370,Los Angeles,New York,1,43,0,14,10,337
American Airlines,376,Miami,Los Angeles,1,15,1,18,6,397
Delta,300,Los Angeles,Miami,2,24,6,1,9,368
United,378,Chicago,Miami,0,36,1,26,11,359
Delta,251,Miami,San Francisco,0,57,0,29,4,356
American Airlines,272,Miami,Chicago,2,40,0,11,3,345
American Airlines,362,Los Angeles,New York,2,54,3,12,12,316
American Airlines,411,New York,Miami,0,37,2,31,7,361
Delta,432,New York,Los Angeles,2,30,0,23,12,311
American Airlines,420,San Francisco,New York,2,30,1,22,10,356
Delta,402,New York,San Francisco,2,55,3,14,11,392
United,346,New York,Los Angeles,2,20,0,19,8,339
Delta,278,New York,Chicago,2,57,1,7,5,404
American Airlines,275,Los Angeles,New York,1,46,4,16,8,398
American Airlines,293,Miami,Chicago,2,37,5,17,8,348
United,305,San Francisco,Miami,2,14,2,10,7,346
Delta,366,Miami,Los Angeles,0,36,2,7,2,341
American Airlines,281,New York,Chicago,1,56,2,4,9,329
United,382,Miami,San Francisco,1,28,1,29,10,335
United,421,San Francisco,New York,0,42,2,18,9,391
Delta,284,San Francisco,New York,2,12,0,13,5,324
United,446,Chicago,Miami,2,27,0,28,10,352
American Airlines,370,Los Angeles,Chicago,1,42,6,3,3,344
United,403,Los Angeles,Chicago,2,57,2,25,9,325
American Airlines,282,New York,Chicago,2,59,2,17,4,343
American Airlines,362,Chicago,San Francisco,0,59,2,24,7,411
United,291,Chicago,Miami,1,37,2,7,2,353
United,359,Chicago,Miami,2,16,4,8,3,335
United,432,Chicago,Los Angeles,2,16,4,9,2,322
American Airlines,361,San Francisco,Chicago,0,10,0,1,1,363
Delta,376,Miami,San Francisco,0,14,2,4,12,330
Delta,363,San Francisco,Miami,1,41,5,14,9,312
Delta,373,Chicago,San Francisco,1,53,5,13,1,346
American Airlines,448,San Francisco,Chicago,2,15,2,31,1,320
United,442,Miami,Los Angeles,0,16,4,15,3,329
Delta,363,Chicago,San Francisco,2,48,6,16,6,377
Delta,296,Chicago,Miami,1,25,5,24,8,362
United,323,San Francisco,Miami,2,55,3,9,5,312
Delta,285,Los Angeles,Miami,2,57,2,6,11,392
Delta,380,San Francisco,Chicago,1,52,5,14,12,374
Delta,273,Los Angeles,New York,2,25,2,31,7,378
American Airlines,402,Los Angeles,San Francisco,2,22,5,14,9,376
American Airlines,419,San Francisco,Los Angeles,0,24,5,20,7,330
Delta,250,San Francisco,Miami,0,56,0,15,7,378
American Airlines,395,Los Angeles,San Francisco,2,42,5,20,1,336
United,284,Chicago,New York,1,59,0,11,11,374
United,266,Los Angeles,New York,1,28,4,27,12,316
United,280,Los Angeles,New York,2,42,5,6,4,351
United,448,Chicago,Miami,0,15,3,16,5,317
United,261,Los Angeles,San Francisco,1,20,2,20,3,382
American Airlines,399,New York,Miami,0,10,1,6,8,401
Delta,310,Chicago,San Francisco,0,22,2,27,3,322
American Airlines,443,Miami,Chicago,1,55,6,13,10,327
American Airlines,427,San Francisco,Miami,1,35,5,27,1,326
American Airlines,370,San Francisco,Miami,0,52,3,9,5,381
United,290,Chicago,Los Angeles,2,32,1,16,1,384
United,281,Los Angeles,San Francisco,0,37,6,6,10,367
United,368,Miami,Los Angeles,1,51,1,13,8,361
United,305,New York,Chicago,2,47,4,2,8,405
United,410,Chicago,Los Angeles,2,27,2,6,3,376
American Airlines,424,New York,Chicago,0,35,0,3,6,371
Delta,397,New York,Los Angeles,0,42,1,5,3,331
United,346,San Francisco,Miami,2,60,2,5,6,410
American Airlines,306,Chicago,Miami,0,50,3,1,2,365
American Airlines,250,Chicago,Miami,1,13,3,18,4,403
United,275,New York,Chicago,2,30,3,11,7,339
American Airlines,309,Los Angeles,Miami,1,31,0,4,11,317
American Airlines,347,Los Angeles,New York,1,17,1,28,5,362
American Airlines,450,New York,Miami,1,45,6,30,6,390
United,351,San Francisco,Los Angeles,2,50,6,7,4,331
Delta,425,San Francisco,Chicago,2,13,6,18,2,305
United,374,Miami,New York,1,31,4,9,2,347
United,265,New York,Chicago,0,13,3,7,3,364
American Airlines,402,Chicago,Miami,1,48,0,24,6,349
American Airlines,392,Los Angeles,Chicago,1,54,5,20,7,332
United,342,Chicago,Los Angeles,0,28,6,11,2,337
United,357,San Francisco,Chicago,0,29,4,5,4,344
United,324,Miami,Los Angeles,1,35,1,14,5,396
United,397,Chicago,Los Angeles,0,56,5,25,5,366
Delta,270,San Francisco,Los Angeles,2,51,1,17,12,358
Delta,433,Miami,Chicago,2,20,6,21,1,317
Delta,360,San Francisco,Los Angeles,2,41,1,4,6,378
Delta,291,Miami,Los Angeles,0,24,3,16,5,311
American Airlines,309,San Francisco,Los Angeles,2,58,4,6,12,364
American Airlines,276,San Francisco,Miami,0,53,1,25,6,394
Delta,339,Miami,Chicago,0,34,1,25,6,395
United,443,Los Angeles,Chicago,2,34,3,28,3,345
Delta,312,New York,Miami,1,54,4,22,3,330
Delta,403,San Francisco,Chicago,2,28,3,24,10,377
American Airlines,321,Miami,Los Angeles,0,36,3,5,9,404
American Airlines,449,Miami,Chicago,1,47,1,21,5,371
American Airlines,275,Los Angeles,New York,2,14,4,1,11,361
American Airlines,398,Miami,New York,1,42,3,7,3,378
American Airlines,319,San Francisco,Chicago,0,20,5,16,11,386
Delta,270,Chicago,San Francisco,1,24,2,22,5,398
United,390,Los Angeles,San Francisco,1,12,3,11,1,386
United,407,Los Angeles,Miami,1,46,4,9,2,348
American Airlines,332,Miami,New York,0,27,2,3,4,403
Delta,252,Chicago,Miami,1,44,2,31,1,376
United,306,San Francisco,New York,1,23,0,5,8,387
American Airlines,450,Los Angeles,Miami,1,28,3,4,7,361
United,309,Los Angeles,Miami,0,16,0,15,7,366
Delta,328,Chicago,New York,1,42,2,21,8,403
United,277,San Francisco,Los Angeles,0,48,5,29,6,357
Delta,371,Miami,Los Angeles,2,13,4,10,5,318
Delta,401,San Francisco,Miami,0,16,1,20,8,342
United,421,San Francisco,Chicago,2,11,1,9,4,352
United,312,New York,Los Angeles,2,59,5,22,6,366
United,289,New York,Los Angeles,2,22,6,14,7,408
United,252,New York,San Francisco,0,13,1,27,2,374
United,289,Miami,San Francisco,2,39,6,24,3,353
United,440,Los Angeles,Chicago,1,57,4,26,4,326
American Airlines,323,New York,Miami,0,17,3,29,2,326
American Airlines,282,Miami,New York,0,41,4,28,6,356
Delta,312,Los Angeles,San Francisco,1,28,1,25,6,337
Delta,302,San Francisco,Chicago,0,59,3,22,8,353
Delta,431,San Francisco,Chicago,0,15,0,15,1,370
American Airlines,311,Chicago,New York,0,46,1,16,7,360
American Airlines,436,Miami,New York,0,29,0,5,2,347
Delta,430,Miami,Los Angeles,2,51,0,6,5,374
United,274,Chicago,Miami,1,60,4,12,7,387
Delta,358,San Francisco,Chicago,0,60,4,19,1,318
Delta,294,San Francisco,New York,2,18,2,7,8,331
Delta,432,San Francisco,Chicago,0,38,1,17,12,374
United,325,New York,San Francisco,0,13,0,8,4,395
United,306,San Francisco,Chicago,1,45,3,19,9,408
United,421,Miami,Los Angeles,2,34,1,23,7,334
Delta,258,San Francisco,New York,0,30,1,13,2,393
United,417,Los Angeles,Miami,1,44,5,25,5,330
Delta,332,San Francisco,Los Angeles,1,29,5,19,10,314
Delta,432,New York,Miami,2,18,5,6,1,367
American Airlines,349,Los Angeles,New York,0,48,0,30,9,383
American Airlines,298,Los Angeles,New York,0,43,3,11,4,395
Delta,261,Los Angeles,New York,2,37,0,7,10,401
American Airlines,309,New York,San Francisco,1,52,6,29,12,361
United,297,Chicago,New York,2,36,3,11,4,382
Delta,361,Miami,Los Angeles,0,34,6,9,6,394
American Airlines,351,New York,Los Angeles,0,40,0,11,11,302
United,365,Miami,Chicago,1,11,2,21,2,297
American Airlines,436,New York,San Francisco,1,51,4,29,11,397
Delta,411,Miami,Chicago,1,17,3,21,3,301
Delta,344,New York,Los Angeles,2,45,2,3,4,315
United,447,Miami,Chicago,0,47,3,22,2,323
American Airlines,445,Los Angeles,New York,1,38,6,2,6,318
Delta,404,San Francisco,New York,2,55,0,9,9,319
Delta,323,Chicago,Los Angeles,1,28,0,4,11,323
United,441,Chicago,San Francisco,1,13,3,11,1,320
Delta,447,San Francisco,Los Angeles,0,58,1,13,8,320
United,306,New York,Miami,0,11,0,4,11,323
United,445,Chicago,Los Angeles,0,31,5,13,7,343
American Airlines,278,San Francisco,Los Angeles,0,40,5,6,7,361
United,432,San Francisco,New York,0,26,5,8,6,327
Delta,268,Los Angeles,Miami,2,33,4,5,4,309
United,345,New York,San Francisco,2,47,6,2,6,321
Delta,347,Los Angeles,Chicago,0,18,1,14,5,339
Delta,358,San Francisco,Miami,1,10,5,14,12,310
American Airlines,250,Los Angeles,San Francisco,1,40,5,10,8,358
Delta,444,New York,San Francisco,1,33,3,3,10,306
Delta,412,San Francisco,Los Angeles,0,59,2,23,10,347
United,373,Los Angeles,San Francisco,0,58,5,3,2,345
United,435,Los Angeles,San Francisco,0,59,5,21,9,326
American Airlines,265,Chicago,San Francisco,0,19,4,28,6,397
American Airlines,277,New York,San Francisco,2,14,3,8,2,312
United,412,San Francisco,Miami,1,33,2,20,3,352
American Airlines,442,San Francisco,Chicago,2,33,5,2,11,386
United,271,Los Angeles,Miami,2,38,0,4,3,337
Delta,385,Chicago,Miami,1,22,3,20,6,379
American Airlines,350,New York,Chicago,1,18,6,11,2,329
American Airlines,264,Los Angeles,San Francisco,2,25,3,25,1,368
Delta,404,New York,San Francisco,0,46,5,13,4,389
American Airlines,313,New York,Chicago,2,38,3,28,3,376
Delta,276,San Francisco,Chicago,2,44,3,26,9,315
United,445,Miami,New York,2,34,4,8,3,330
American Airlines,294,New York,Los Angeles,0,36,3,18,1,343
United,425,Los Angeles,Chicago,1,28,1,3,12,381
American Airlines,334,Miami,Chicago,0,11,3,26,12,303
Delta,308,New York,Chicago,1,13,2,8,5,351
American Airlines,277,Chicago,Los Angeles,0,29,3,27,6,345
Delta,368,Los Angeles,San Francisco,1,22,5,14,9,333
American Airlines,324,Chicago,San Francisco,1,60,3,26,9,362
United,273,Miami,Chicago,1,16,5,9,3,383
United,263,Chicago,San Francisco,2,35,0,22,7,397
American Airlines,269,New York,Chicago,0,60,4,3,5,405
United,376,San Francisco,Chicago,2,15,4,9,8,410
American Airlines,371,Los Angeles,Miami,0,52,3,25,1,324
American Airlines,276,San Francisco,Chicago,2,15,4,18,10,354
Delta,279,Chicago,Miami,2,31,0,15,7,359
United,445,New York,Los Angeles,0,42,1,20,2,379
American Airlines,338,San Francisco,Miami,2,51,1,27,8,344
Delta,339,New York,Los Angeles,1,56,0,29,7,413
United,369,San Francisco,Miami,1,32,0,3,6,413
American Airlines,351,Chicago,Miami,2,55,3,12,12,315
United,380,Miami,New York,1,16,1,6,2,324
Delta,366,Chicago,Los Angeles,0,52,1,15,10,312
United,364,Los Angeles,Chicago,1,36,3,16,5,363
