airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
American Airlines,360,Los Angeles,New York,2,15,4,9,2,326
American Airlines,371,New York,San Francisco,2,30,2,27,3,317
United,316,New York,Miami,2,27,4,27,9,345
United,261,Chicago,New York,1,52,2,1,5,327
Delta,264,New York,Miami,1,31,4,29,3,377
Delta,314,New York,Chicago,0,22,2,9,10,305
American Airlines,441,Los Angeles,New York,1,15,2,6,11,319
United,418,Miami,San Francisco,2,13,2,2,10,320
Delta,303,Chicago,New York,2,25,5,30,11,375
Delta,392,Miami,Los Angeles,1,41,0,2,9,373
United,331,Miami,New York,1,41,1,3,12,331
United,259,Los Angeles,Chicago,1,44,6,29,9,356
United,338,Los Angeles,San Francisco,1,45,1,26,3,380
United,429,New York,Los Angeles,2,45,4,3,5,327
Delta,407,San Francisco,Los Angeles,1,34,5,30,11,343
American Airlines,250,Los Angeles,Chicago,0,27,6,14,1,323
United,265,Miami,San Francisco,0,34,6,28,1,334
Delta,281,Chicago,Los Angeles,0,25,3,4,1,381
United,364,Los Angeles,Chicago,1,33,6,28,4,366
Delta,356,Los Angeles,San Francisco,2,18,1,4,6,414
American Airlines,417,Miami,Chicago,2,43,6,9,6,370
Delta,391,New York,San Francisco,2,51,4,13,9,402
Delta,331,San Francisco,Miami,0,18,1,3,9,400
Delta,285,Los Angeles,San Francisco,0,17,4,6,9,310
American Airlines,387,Los Angeles,Miami,1,41,2,3,7,405
United,334,New York,Los Angeles,1,18,5,24,2,343
Delta,290,Chicago,Miami,0,38,4,13,9,370
United,378,Chicago,San Francisco,2,23,2,16,10,321
Delta,393,Chicago,San Francisco,0,24,5,17,8,362
American Airlines,290,San Francisco,New York,1,49,0,12,8,329
United,354,Los Angeles,San Francisco,2,13,5,1,6,395
American Airlines,326,Chicago,Los Angeles,2,24,3,5,12,354
Delta,355,Los Angeles,Miami,1,35,4,27,9,364
United,359,San Francisco,Los Angeles,2,51,1,19,3,336
United,379,Los Angeles,Miami,1,12,1,10,12,324
United,286,Chicago,Miami,2,26,2,3,7,361
United,384,New York,San Francisco,1,45,1,18,6,333
United,408,New York,San Francisco,1,11,0,19,2,297
United,255,San Francisco,Los Angeles,2,18,4,22,11,314
American Airlines,438,New York,Chicago,2,55,2,31,1,298
United,412,New York,Chicago,1,43,3,16,5,327
United,410,San Francisco,Los Angeles,1,18,2,20,3,316
American Airlines,432,Miami,Chicago,1,52,1,14,5,360
United,329,New York,San Francisco,0,14,3,5,9,405
United,255,Los Angeles,San Francisco,2,24,3,1,8,361
United,262,San Francisco,New York,1,39,4,30,8,343
American Airlines,304,San Francisco,Chicago,0,17,3,19,12,295
United,268,Miami,New York,1,52,0,1,4,434
American Airlines,406,Los Angeles,Chicago,0,51,4,2,8,378
American Airlines,442,New York,Los Angeles,0,32,5,17,2,373
Delta,262,Miami,Chicago,0,32,5,20,7,405
United,374,Chicago,San Francisco,1,15,0,26,2,329
Delta,270,Chicago,Miami,0,21,3,28,3,309
Delta,390,Miami,New York,0,53,1,21,5,377
United,260,Los Angeles,Miami,1,55,2,3,4,364
American Airlines,436,New York,San Francisco,2,32,5,10,8,372
American Airlines,285,Miami,New York,2,15,3,11,7,369
Delta,286,Miami,Los Angeles,1,33,4,23,8,387
United,438,New York,Miami,1,38,3,22,2,381
United,387,New York,Los Angeles,0,46,4,19,1,357
Delta,308,Chicago,Los Angeles,0,45,3,10,10,310
American Airlines,383,Chicago,Miami,2,42,4,28,6,386
Delta,343,Miami,New York,2,14,3,25,7,326
American Airlines,347,Miami,Los Angeles,2,37,3,29,2,354
American Airlines,289,San Francisco,Miami,0,32,0,15,7,330
American Airlines,277,Miami,New York,0,55,2,17,4,390
American Airlines,273,San Francisco,New York,0,14,6,24,3,386
Delta,424,Chicago,Miami,0,40,1,23,4,345
Delta,313,San Francisco,Los Angeles,2,27,3,15,2,364
Delta,308,New York,Los Angeles,2,31,1,17,9,371
United,432,Chicago,Miami,0,52,4,30,8,325
United,385,San Francisco,New York,0,25,6,24,11,314
Delta,285,San Francisco,New York,2,31,3,4,4,316
Delta,389,San Francisco,Miami,0,14,3,19,12,353
Delta,392,San Francisco,Los Angeles,0,37,3,19,12,318
American Airlines,327,San Francisco,New York,1,37,2,15,5,357
Delta,253,Los Angeles,San Francisco,1,28,2,10,4,375
United,367,Chicago,Los Angeles,1,50,6,13,10,365
Delta,365,Miami,Chicago,2,54,6,12,5,380
United,265,Los Angeles,Miami,0,37,6,30,6,364
American Airlines,414,San Francisco,Los Angeles,1,13,6,7,1,388
United,364,Los Angeles,Chicago,0,60,5,14,12,353
American Airlines,381,Los Angeles,Miami,1,46,5,24,2,371
Delta,314,San Francisco,New York,0,17,6,7,1,319
American Airlines,437,Los Angeles,San Francisco,0,53,6,23,6,363
Delta,307,Los Angeles,San Francisco,1,27,6,24,3,320
American Airlines,368,Miami,Los Angeles,1,20,3,1,2,315
Delta,400,Chicago,Miami,2,18,6,15,9,328
Delta,342,Miami,San Francisco,2,53,2,10,4,315
United,364,San Francisco,Chicago,1,35,6,30,6,350
Delta,265,Miami,Los Angeles,0,31,3,21,3,360
American Airlines,399,Chicago,Miami,0,13,1,4,6,317
United,334,Miami,New York,1,45,0,3,6,402
Delta,259,Chicago,San Francisco,1,29,1,13,2,322
Delta,366,Miami,New York,1,57,0,22,7,394
American Airlines,296,Miami,New York,1,50,2,28,8,357
Delta,337,Los Angeles,Miami,0,49,4,5,1,372
American Airlines,352,San Francisco,Chicago,0,44,3,7,11,325
United,400,New York,Miami,0,56,3,14,11,333
Delta,295,New York,Los Angeles,0,48,6,29,9,365
American Airlines,320,San Francisco,Chicago,2,13,3,23,5,374
United,368,San Francisco,New York,2,27,4,20,9,335
American Airlines,287,Los Angeles,Chicago,1,36,6,14,4,398
Delta,404,Chicago,San Francisco,1,22,6,13,10,384
American Airlines,384,Chicago,New York,0,56,5,31,8,357
Delta,411,Chicago,New York,0,12,0,1,1,395
United,271,Chicago,Los Angeles,1,38,2,25,12,381
Delta,347,Los Angeles,New York,1,51,6,11,8,410
Delta,312,New York,Miami,0,50,2,28,8,400
United,368,San Francisco,Miami,0,36,2,10,4,349
United,296,Chicago,Los Angeles,0,50,5,17,8,328
American Airlines,406,Chicago,New York,1,58,2,17,4,379
United,443,Los Angeles,New York,0,33,1,30,7,402
American Airlines,351,Miami,New York,1,51,4,18,10,393
American Airlines,334,Miami,Los Angeles,1,52,4,5,7,410
American Airlines,253,Miami,New York,0,22,3,5,9,394
Delta,346,Los Angeles,Miami,0,58,4,27,12,337
Delta,418,Miami,New York,1,25,3,26,9,401
United,308,New York,Miami,0,42,1,12,11,398
Delta,428,San Francisco,Chicago,2,22,3,10,10,380
American Airlines,263,Los Angeles,Chicago,0,59,2,11,9,388
Delta,267,Chicago,Miami,1,26,4,21,6,402
United,290,Miami,San Francisco,2,42,6,21,1,316
Delta,350,Chicago,Los Angeles,2,30,1,19,3,390
United,423,Los Angeles,Miami,0,60,4,7,6,359
Delta,272,Miami,Chicago,1,42,6,6,10,331
American Airlines,343,Los Angeles,New York,1,44,0,30,12,348
Delta,384,Chicago,New York,0,37,5,20,4,378
Delta,396,New York,Los Angeles,0,58,3,17,10,333
Delta,394,New York,Miami,1,33,1,9,7,383
United,409,New York,Miami,2,60,1,30,4,393
American Airlines,323,Chicago,Miami,2,23,4,2,2,328
American Airlines,373,Los Angeles,Miami,0,41,2,24,7,376
Delta,267,Los Angeles,Chicago,0,33,3,2,5,317
Delta,381,Miami,Chicago,2,40,6,15,9,353
United,305,Los Angeles,Miami,0,52,0,23,9,406
American Airlines,250,San Francisco,New York,0,28,2,6,3,351
Delta,385,Chicago,San Francisco,2,14,3,25,1,318
Delta,425,San Francisco,Chicago,0,39,3,15,2,327
Delta,321,Los Angeles,Chicago,0,53,4,5,1,293
American Airlines,349,New York,Miami,0,53,1,25,6,375
Delta,320,Chicago,Los Angeles,1,56,6,28,4,355
United,408,New York,San Francisco,2,57,2,27,3,335
United,317,Los Angeles,Chicago,2,17,6,21,7,399
United,313,San Francisco,Chicago,1,45,4,22,11,309
United,429,San Francisco,Chicago,1,46,3,8,8,413
Delta,382,Miami,Chicago,2,44,0,4,11,352
American Airlines,433,Miami,Chicago,0,11,0,4,3,374
American Airlines,393,San Francisco,New York,1,14,3,13,6,406
United,385,San Francisco,Miami,1,18,4,8,3,339
American Airlines,402,Los Angeles,New York,1,33,5,1,6,337
American Airlines,295,New York,Los Angeles,1,19,2,29,5,315
Delta,425,Los Angeles,Chicago,0,36,5,10,8,359
United,341,Chicago,Miami,1,40,3,11,1,317
American Airlines,390,New York,Los Angeles,0,23,4,21,6,334
United,419,Miami,Chicago,0,34,0,28,10,317
Delta,435,Los Angeles,Chicago,2,17,5,10,8,340
United,304,New York,Miami,0,23,4,20,9,371
American Airlines,290,Los Angeles,New York,2,11,1,19,3,306
Delta,251,New York,Los Angeles,2,25,4,1,3,391
American Airlines,376,Miami,Chicago,2,49,6,29,12,306
Delta,437,San Francisco,Chicago,2,51,6,14,1,312
Delta,273,Los Angeles,Miami,0,55,3,8,2,390
American Airlines,348,Los Angeles,Chicago,2,23,0,2,12,337
Delta,308,New York,Los Angeles,2,51,1,6,8,333
United,258,San Francisco,Los Angeles,1,58,5,10,2,302
American Airlines,329,Chicago,New York,2,54,6,29,12,337
United,386,Miami,Los Angeles,1,43,4,29,3,360
American Airlines,311,Miami,San Francisco,2,34,4,5,1,303
American Airlines,332,Chicago,New York,2,33,0,15,1,352
Delta,325,Los Angeles,Miami,0,28,6,6,10,353
American Airlines,259,San Francisco,Miami,2,28,0,20,5,356
Delta,301,Miami,San Francisco,0,13,6,28,1,295
United,370,Chicago,San Francisco,0,47,5,7,12,299
United,310,San Francisco,Los Angeles,0,57,3,30,5,343
American Airlines,417,San Francisco,Chicago,2,46,5,23,11,315
United,386,San Francisco,Los Angeles,0,57,5,2,11,319
American Airlines,398,Los Angeles,Chicago,2,26,4,22,11,328
Delta,307,Los Angeles,Chicago,1,50,0,18,3,382
American Airlines,332,Miami,Los Angeles,2,39,3,15,8,332
Delta,261,San Francisco,Chicago,0,19,6,2,6,393
Delta,427,Chicago,New York,2,38,3,15,8,330
United,263,New York,Miami,1,26,5,21,9,380
United,409,Los Angeles,Chicago,0,21,6,1,12,350
Delta,261,San Francisco,Miami,0,15,6,22,12,381
United,320,New York,Chicago,2,50,3,31,10,366
American Airlines,425,San Francisco,Miami,2,22,2,25,12,373
American Airlines,334,Miami,Chicago,0,59,0,11,3,373
American Airlines,338,San Francisco,Los Angeles,0,38,1,27,8,360
United,342,Los Angeles,San Francisco,0,15,0,29,7,338
United,435,Los Angeles,New York,0,14,3,11,4,346
United,386,New York,Los Angeles,0,37,1,6,2,349
Delta,298,Los Angeles,New York,2,48,6,5,5,399
American Airlines,266,San Francisco,Miami,1,59,5,21,12,344
American Airlines,448,Miami,San Francisco,2,49,5,31,8,356
Delta,358,Miami,New York,1,49,1,15,10,330
Delta,364,Miami,Los Angeles,2,19,6,17,3,304
Delta,292,New York,Los Angeles,2,51,2,25,9,321
Delta,388,New York,Los Angeles,0,51,1,22,10,365
American Airlines,297,San Francisco,Miami,0,39,2,3,4,313
American Airlines,398,San Francisco,Miami,1,41,2,11,9,363
United,411,Chicago,Los Angeles,1,14,3,14,11,366
United,374,Miami,San Francisco,1,17,0,29,1,298
United,402,Los Angeles,New York,1,24,0,20,5,371
United,450,San Francisco,Chicago,1,60,6,9,6,356
Delta,256,New York,Chicago,1,26,3,11,4,371
United,317,Chicago,San Francisco,1,30,4,26,4,347
United,380,New York,Miami,1,56,1,30,1,365
American Airlines,300,New York,Chicago,1,35,3,10,10,342
United,250,San Francisco,New York,2,58,5,24,8,386
Delta,265,Chicago,Miami,1,32,3,3,10,374
Delta,338,San Francisco,Los Angeles,0,46,2,27,11,348
United,258,Chicago,San Francisco,0,14,1,17,9,355
Delta,286,Miami,San Francisco,1,53,4,26,4,369
Delta,351,New York,Miami,0,46,2,11,9,328
Delta,393,Miami,San Francisco,0,57,0,5,2,341
Delta,252,Chicago,San Francisco,1,18,1,27,2,380
United,433,San Francisco,Chicago,1,19,0,15,7,362
Delta,363,Miami,New York,1,31,4,19,4,389
United,435,New York,Los Angeles,1,24,3,28,3,395
United,439,New York,Miami,0,28,4,5,4,349
American Airlines,279,New York,San Francisco,0,21,3,22,8,392
Delta,445,Chicago,San Francisco,2,58,2,17,1,325
American Airlines,329,Chicago,Miami,1,54,6,3,3,388
United,353,San Francisco,New York,0,10,1,28,5,336
American Airlines,437,San Francisco,Chicago,0,48,1,9,1,304
Delta,385,Miami,Los Angeles,0,52,1,6,2,327
American Airlines,429,Chicago,San Francisco,0,32,4,23,8,334
American Airlines,408,Los Angeles,Miami,0,29,0,1,1,351
Delta,384,Chicago,San Francisco,2,31,0,1,1,426
United,318,New York,San Francisco,1,57,3,17,10,404
United,311,New York,Miami,1,59,5,15,6,346
United,326,Miami,San Francisco,0,12,6,3,3,380
American Airlines,417,San Francisco,New York,0,33,2,7,8,400
United,347,Miami,San Francisco,2,22,2,13,11,361
United,324,Chicago,San Francisco,2,29,1,9,1,308
United,310,Chicago,New York,1,44,5,2,11,312
Delta,395,Chicago,Los Angeles,2,50,0,25,11,331
Delta,367,Chicago,Miami,2,16,6,15,12,378
Delta,363,Chicago,New York,2,47,3,29,8,326
American Airlines,269,Chicago,Los Angeles,2,23,4,29,11,399
United,381,San Francisco,New York,2,19,6,1,9,395
Delta,423,Los Angeles,Chicago,1,56,2,13,11,345
Delta,397,New York,Miami,0,10,0,29,1,387
United,446,San Francisco,Miami,2,51,2,18,9,358
United,373,Los Angeles,Miami,0,25,4,21,6,401
United,373,New York,Los Angeles,0,55,1,5,3,310
American Airlines,371,New York,Chicago,1,16,4,5,4,314
United,421,San Francisco,Chicago,1,37,4,28,6,315
United,364,Chicago,San Francisco,0,52,6,15,9,313
American Airlines,255,Los Angeles,San Francisco,1,53,3,18,1,349
Delta,333,San Francisco,New York,0,27,2,27,11,369
United,255,San Francisco,New York,1,31,0,1,4,338
Delta,375,Chicago,San Francisco,0,41,4,26,4,322
Delta,300,Miami,San Francisco,0,52,1,26,3,336
United,357,New York,Los Angeles,0,51,4,19,4,374
American Airlines,429,Miami,Los Angeles,0,53,1,10,12,347
American Airlines,356,New York,Chicago,1,16,1,2,4,305
Delta,254,Miami,Los Angeles,0,56,1,6,8,357
American Airlines,270,Los Angeles,Miami,0,16,6,31,3,339
United,419,New York,Miami,0,34,0,23,12,319
United,272,Los Angeles,New York,0,55,0,16,12,357
United,366,New York,Miami,1,28,5,30,11,330
United,345,Chicago,Miami,2,39,6,10,3,376
United,274,Chicago,Los Angeles,1,15,3,11,4,317
United,394,Los Angeles,San Francisco,2,28,2,6,11,304
Delta,314,New York,Miami,1,39,6,15,12,306
United,270,Chicago,Miami,2,34,4,1,3,301
Delta,449,Miami,Los Angeles,1,19,2,31,1,295
Delta,445,New York,San Francisco,2,19,4,12,1,300
American Airlines,305,Chicago,New York,2,37,3,1,8,390
United,285,San Francisco,Miami,1,39,2,24,7,371
United,401,San Francisco,Chicago,1,14,4,26,7,339
American Airlines,383,New York,Miami,2,20,2,5,6,353
Delta,334,Los Angeles,Miami,1,53,2,14,2,423
United,405,New York,Los Angeles,2,56,3,14,3,394
American Airlines,421,Los Angeles,Chicago,2,58,5,31,8,375
United,354,San Francisco,Los Angeles,0,47,0,30,12,343
Delta,352,San Francisco,Miami,1,44,6,15,12,320
Delta,407,New York,Miami,1,25,6,14,7,409
American Airlines,409,Los Angeles,San Francisco,2,27,3,8,8,342
United,328,Los Angeles,Chicago,0,43,2,28,2,310
United,266,New York,Miami,2,37,4,25,10,327
Delta,415,San Francisco,Chicago,0,20,1,2,4,390
United,333,Los Angeles,San Francisco,2,14,0,23,12,317
American Airlines,380,Chicago,Los Angeles,0,23,6,26,5,350
American Airlines,313,Chicago,San Francisco,0,32,0,23,12,307
United,261,New York,Los Angeles,2,14,5,3,2,363
Delta,414,Los Angeles,New York,1,14,6,8,12,363
Delta,323,Miami,Los Angeles,0,57,6,6,10,324
American Airlines,387,Chicago,Los Angeles,2,28,4,13,12,371
Delta,436,San Francisco,Los Angeles,2,31,1,27,8,322
United,334,Chicago,New York,0,32,2,25,12,413
American Airlines,254,Miami,Los Angeles,1,44,1,16,7,332
United,277,San Francisco,Los Angeles,1,32,5,21,12,350
Delta,418,Miami,San Francisco,0,20,1,3,12,328
United,365,San Francisco,Miami,0,26,0,25,11,341
American Airlines,403,San Francisco,Los Angeles,2,15,6,7,4,332
American Airlines,269,New York,Chicago,2,10,1,10,12,377
United,307,Chicago,Miami,0,60,5,10,8,340
American Airlines,296,New York,Miami,1,24,4,29,3,325
Delta,290,San Francisco,Chicago,1,35,3,4,4,376
American Airlines,305,Los Angeles,Miami,2,18,1,24,9,332
United,368,San Francisco,New York,1,16,0,10,6,382
American Airlines,404,Chicago,Miami,0,14,3,27,6,412
American Airlines,439,San Francisco,New York,1,37,2,14,2,432
United,307,Chicago,Los Angeles,0,27,0,1,4,421
United,270,New York,Chicago,1,52,1,23,7,333
American Airlines,262,Miami,San Francisco,0,52,1,24,12,300
Delta,391,Los Angeles,San Francisco,2,37,6,30,6,389
United,278,Miami,Chicago,2,53,5,7,9,398
United,354,New York,Chicago,2,19,5,2,3,389
United,398,Los Angeles,San Francisco,1,39,2,27,11,366
Delta,260,Los Angeles,Chicago,2,36,2,15,5,379
United,323,New York,Chicago,2,39,5,7,9,375
Delta,327,Chicago,Los Angeles,1,55,5,30,3,315
American Airlines,338,Los Angeles,San Francisco,1,36,5,16,11,306
United,364,San Francisco,Chicago,0,44,6,18,2,334
American Airlines,335,Los Angeles,San Francisco,1,28,2,17,4,355
United,364,New York,San Francisco,1,49,6,21,1,351
Delta,449,Chicago,New York,2,10,3,25,1,295
United,292,San Francisco,Miami,0,59,2,18,12,318
Delta,340,Miami,Los Angeles,0,20,2,17,1,329
United,331,Chicago,Miami,2,34,2,20,3,390
American Airlines,333,Los Angeles,San Francisco,1,31,4,12,4,331
Delta,266,San Francisco,Miami,1,28,3,25,4,328
United,435,Miami,Chicago,1,36,6,23,6,395
United,321,Los Angeles,Chicago,1,49,6,28,4,340
United,266,Los Angeles,Miami,0,13,1,5,11,323
American Airlines,447,Los Angeles,Miami,2,32,6,13,10,318
United,322,New York,Los Angeles,1,10,1,7,5,394
Delta,309,Los Angeles,San Francisco,2,15,6,8,9,312
American Airlines,368,Chicago,Miami,0,16,6,25,2,312
United,403,New York,Miami,1,28,1,19,3,309
American Airlines,296,Miami,Los Angeles,0,27,6,30,6,397
American Airlines,326,New York,Chicago,0,59,1,3,9,373
United,327,San Francisco,New York,2,34,3,25,7,355
United,363,Miami,Chicago,0,48,4,29,11,374
American Airlines,363,New York,Chicago,0,12,4,8,11,347
American Airlines,374,Chicago,Los Angeles,0,34,0,9,9,387
American Airlines,318,Chicago,Miami,0,54,4,22,11,374
United,438,Los Angeles,Miami,2,47,0,29,1,312
Delta,406,New York,San Francisco,1,25,1,29,10,396
United,287,Los Angeles,Miami,0,10,2,2,10,392
United,270,New York,San Francisco,0,41,3,29,2,331
American Airlines,349,Los Angeles,Chicago,1,14,3,16,5,324
American Airlines,409,New York,Chicago,2,52,2,20,11,307
United,390,New York,Chicago,0,47,4,15,11,359
American Airlines,394,Miami,New York,1,45,1,6,2,388
United,279,Chicago,Miami,0,14,5,31,8,386
United,262,Chicago,New York,1,28,6,28,1,313
United,445,Miami,Chicago,0,38,1,18,6,355
Delta,379,Chicago,New York,2,16,3,11,7,360
United,287,San Francisco,New York,0,10,5,9,3,387
American Airlines,279,New York,San Francisco,0,22,3,7,3,317
Delta,251,New York,San Francisco,2,30,3,10,10,346
American Airlines,337,Chicago,Los Angeles,0,27,3,12,12,300
United,387,San Francisco,Los Angeles,1,44,1,16,4,382
United,390,Chicago,Miami,0,37,0,10,6,328
United,343,Miami,Chicago,1,16,2,5,6,321
United,384,San Francisco,Chicago,1,39,6,10,11,360
Delta,327,New York,Miami,2,21,1,5,11,388
Delta,252,New York,Los Angeles,0,46,2,7,8,412
United,443,New York,Los Angeles,2,10,6,15,12,302
American Airlines,431,Chicago,New York,2,28,1,18,6,413
United,278,Chicago,Los Angeles,2,19,0,9,12,333
United,354,Chicago,New York,1,58,1,23,1,302
American Airlines,283,Chicago,New York,0,23,4,2,8,403
United,253,New York,Chicago,1,12,4,23,2,322
United,340,Los Angeles,Chicago,0,23,4,2,8,359
American Airlines,255,New York,Los Angeles,2,20,6,24,11,308
Delta,375,Los Angeles,Miami,2,38,1,6,2,324
United,269,New York,Chicago,0,42,0,23,12,321
United,289,Miami,New York,2,24,0,25,11,301
Delta,254,New York,San Francisco,1,36,6,15,12,346
Delta,298,Los Angeles,New York,2,29,4,20,9,326
United,408,Los Angeles,Chicago,2,16,1,15,10,384
Delta,369,San Francisco,Chicago,2,20,0,27,5,429
United,343,New York,Chicago,2,23,3,28,3,371
United,366,New York,Los Angeles,0,24,2,20,11,334
United,269,Chicago,Miami,0,27,3,8,8,411
American Airlines,372,Miami,San Francisco,1,21,3,15,8,399
Delta,404,Miami,San Francisco,2,33,3,20,6,371
Delta,400,San Francisco,Chicago,2,58,6,21,7,345
American Airlines,394,Los Angeles,Chicago,1,38,6,26,5,366
United,439,Miami,Los Angeles,2,11,3,7,11,326
United,357,Miami,Chicago,0,14,5,1,6,365
Delta,367,Los Angeles,Miami,0,15,2,2,10,333
United,300,Chicago,Los Angeles,1,37,3,25,1,354
American Airlines,449,New York,Los Angeles,2,29,2,25,9,320
United,302,Chicago,Miami,0,32,1,21,5,332
United,317,New York,Miami,1,55,5,6,4,373
Delta,344,New York,Chicago,0,44,6,19,5,373
American Airlines,294,New York,Chicago,2,40,6,16,6,404
Delta,262,Miami,Chicago,2,18,2,20,11,345
United,383,Miami,Chicago,2,21,6,22,9,355
American Airlines,325,Los Angeles,New York,2,59,1,14,5,321
United,274,New York,Miami,0,27,1,12,11,375
American Airlines,334,New York,Chicago,2,23,6,9,6,374
United,416,New York,Chicago,1,60,2,25,12,452
United,331,Chicago,Miami,0,11,6,29,9,405
American Airlines,346,Chicago,Miami,0,21,1,6,8,390
Delta,372,New York,Miami,1,41,2,19,6,325
Delta,399,New York,San Francisco,1,18,0,18,3,302
United,325,Chicago,New York,1,15,1,27,2,324
United,448,Chicago,San Francisco,0,41,2,16,10,328
United,338,New York,Miami,2,59,5,13,1,354
Delta,387,San Francisco,New York,1,11,1,11,6,407
Delta,404,New York,Los Angeles,1,13,2,7,8,380
Delta,414,Los Angeles,New York,0,38,6,4,2,352
Delta,271,Chicago,Los Angeles,1,27,3,26,9,394
American Airlines,395,Chicago,San Francisco,2,19,1,2,1,385
Delta,314,Chicago,San Francisco,2,47,4,30,8,356
Delta,357,New York,Chicago,2,32,0,25,11,302
American Airlines,335,Chicago,New York,1,25,6,7,1,363
United,361,New York,San Francisco,1,39,6,29,12,332
American Airlines,303,Miami,Los Angeles,0,40,2,18,9,316
Delta,290,Chicago,Los Angeles,0,29,1,2,1,354
Delta,323,Miami,Chicago,1,57,4,5,7,322
United,449,Los Angeles,New York,0,47,4,5,1,309
American Airlines,384,New York,Chicago,0,50,4,9,8,391
United,339,New York,Los Angeles,1,20,0,8,4,372
American Airlines,298,Los Angeles,Miami,2,15,5,5,10,318
American Airlines,426,San Francisco,Chicago,0,11,1,17,12,378
United,280,Los Angeles,New York,2,58,2,27,3,318
American Airlines,259,New York,Miami,0,56,5,16,3,383
Delta,353,Los Angeles,New York,1,22,1,10,9,379
American Airlines,297,San Francisco,Miami,2,58,0,1,4,414
United,372,San Francisco,Los Angeles,1,15,0,12,2,366
American Airlines,394,San Francisco,Miami,0,33,3,5,12,363
American Airlines,286,San Francisco,Miami,1,36,5,21,12,332
American Airlines,286,New York,Los Angeles,2,13,0,16,9,391
American Airlines,427,Miami,San Francisco,2,39,6,11,8,389
Delta,401,Miami,San Francisco,2,26,4,14,6,319
United,426,Chicago,Los Angeles,0,14,2,24,1,369
Delta,393,New York,Chicago,0,49,3,27,6,380
Delta,359,New York,Los Angeles,1,57,0,20,5,364
United,322,New York,Miami,0,53,1,27,2,309
Delta,345,San Francisco,New York,1,58,0,29,1,290
Delta,399,Miami,Los Angeles,2,53,5,23,11,399
United,302,New York,Chicago,2,13,2,10,1,379
United,281,Miami,San Francisco,1,58,4,3,5,409
American Airlines,447,New York,Miami,0,38,1,23,1,384
United,298,New York,Miami,0,20,1,30,7,392
American Airlines,268,Los Angeles,Chicago,1,22,0,28,10,352
