airline,duration,source,destination,stops,day_diff,day_of_week,day_of_month,month,price
Delta,448,Chicago,New York,2,12,5,23,11,316
Delta,444,Los Angeles,Chicago,2,55,3,11,1,293
Delta,291,New York,Miami,0,54,6,3,11,374
Delta,302,Chicago,New York,1,43,3,30,5,328
United,349,San Francisco,Chicago,1,37,4,12,1,353
Delta,448,San Francisco,Chicago,1,20,6,12,5,346
United,348,Miami,San Francisco,1,41,6,10,11,387
American Airlines,301,Miami,Chicago,1,34,5,2,11,326
American Airlines,350,Chicago,Los Angeles,2,54,4,26,1,367
American Airlines,401,San Francisco,Los Angeles,2,36,6,31,3,300
Delta,415,New York,San Francisco,2,18,0,22,1,311
United,378,Chicago,Los Angeles,0,27,5,20,7,406
United,443,Los Angeles,Chicago,1,15,3,18,1,320
American Airlines,367,Chicago,San Francisco,2,51,2,19,6,385
Delta,435,Miami,Los Angeles,1,56,0,15,7,397
United,384,San Francisco,New York,1,33,0,15,1,352
United,387,New York,Chicago,2,53,3,4,7,440
Delta,316,San Francisco,Miami,0,18,4,13,12,358
American Airlines,299,Miami,Chicago,2,16,3,7,3,337
American Airlines,337,Los Angeles,New York,1,59,6,20,10,369
Delta,326,Los Angeles,San Francisco,2,17,2,3,7,353
United,430,Chicago,Miami,1,48,1,19,11,347
Delta,352,New York,Miami,2,57,6,24,11,345
United,284,Chicago,New York,0,35,5,27,4,308
American Airlines,309,New York,Chicago,2,31,3,14,3,341
United,344,Chicago,New York,0,47,3,7,11,325
United,372,Los Angeles,San Francisco,0,12,1,26,11,375
Delta,343,Los Angeles,New York,1,43,2,17,7,385
Delta,390,Los Angeles,San Francisco,0,22,4,5,7,371
Delta,443,Chicago,San Francisco,1,47,0,5,8,401
United,304,San Francisco,Miami,2,10,6,1,9,330
United,399,New York,Los Angeles,1,34,4,9,2,355
United,356,Los Angeles,Chicago,1,43,4,12,1,340
Delta,406,San Francisco,Miami,0,19,5,4,5,349
Delta,271,Los Angeles,New York,1,43,1,13,2,375
United,407,New York,San Francisco,0,24,0,8,1,375
Delta,308,San Francisco,New York,0,37,2,18,9,397
Delta,367,San Francisco,Miami,0,34,3,18,7,396
American Airlines,255,New York,Los Angeles,2,52,5,27,1,357
Delta,326,Miami,Los Angeles,1,60,5,5,10,393
Delta,445,Chicago,Miami,1,20,3,26,12,299
United,407,Los Angeles,San Francisco,2,12,0,10,6,353
Delta,331,New York,Chicago,2,37,5,25,5,366
United,263,Chicago,New York,1,16,4,15,11,374
United,403,Chicago,San Francisco,0,52,5,31,8,330
United,450,Chicago,New York,0,42,2,14,2,417
Delta,278,New York,San Francisco,2,19,1,24,9,328
American Airlines,378,Los Angeles,New York,1,30,3,1,2,381
United,358,Chicago,San Francisco,2,26,3,4,4,379
United,405,Los Angeles,New York,0,57,2,3,1,331
United,300,Chicago,Los Angeles,1,45,4,12,4,317
United,288,Los Angeles,Miami,1,41,6,4,8,409
American Airlines,409,Miami,New York,1,54,5,17,2,308
United,304,San Francisco,Los Angeles,2,54,5,5,10,327
American Airlines,449,Chicago,New York,0,33,2,3,1,340
American Airlines,307,Chicago,Los Angeles,2,21,6,22,9,358
American Airlines,281,New York,Los Angeles,2,33,0,25,3,307
United,420,New York,Miami,2,13,6,22,9,372
Delta,271,San Francisco,Chicago,2,34,2,23,10,329
American Airlines,333,Chicago,San Francisco,1,14,5,8,6,319
Delta,415,Los Angeles,Miami,0,22,1,8,10,363
United,374,Miami,New York,0,57,6,11,8,411
United,284,Miami,Chicago,0,15,5,31,8,346
Delta,382,Miami,New York,1,58,2,29,5,323
American Airlines,385,Los Angeles,San Francisco,1,19,1,30,4,345
American Airlines,384,Los Angeles,Chicago,0,50,1,3,9,311
American Airlines,302,San Francisco,Chicago,0,25,6,28,1,389
Delta,265,Miami,Los Angeles,2,52,1,21,5,400
Delta,385,San Francisco,New York,2,59,1,31,12,320
United,373,Miami,Los Angeles,0,35,3,31,10,438
Delta,388,Los Angeles,Chicago,0,24,0,29,7,331
United,435,Chicago,New York,1,49,4,29,3,392
Delta,445,San Francisco,Miami,2,21,1,13,8,355
American Airlines,426,Los Angeles,New York,0,41,2,14,2,350
American Airlines,355,San Francisco,New York,1,55,1,12,11,367
United,407,Los Angeles,San Francisco,1,47,0,13,5,386
United,343,New York,San Francisco,1,59,1,29,10,313
United,381,Los Angeles,San Francisco,1,38,6,22,9,373
American Airlines,288,New York,San Francisco,0,12,4,9,8,357
American Airlines,311,Chicago,Miami,0,57,4,29,3,333
American Airlines,255,New York,Los Angeles,0,57,2,27,3,323
United,437,Miami,San Francisco,0,45,6,13,10,393
Delta,289,Chicago,New York,1,21,5,31,8,326
Delta,331,Los Angeles,New York,0,25,1,29,10,333
Delta,354,New York,Los Angeles,1,54,2,17,7,374
Delta,336,San Francisco,Los Angeles,0,40,4,16,2,370
Delta,374,San Francisco,Chicago,2,36,0,9,12,355
American Airlines,398,Los Angeles,New York,2,29,0,18,3,358
Delta,439,New York,San Francisco,0,38,3,11,1,337
United,288,Chicago,Miami,0,60,2,30,10,344
American Airlines,335,Los Angeles,New York,0,25,5,28,12,345
Delta,352,Chicago,New York,2,22,6,28,7,405
Delta,341,Chicago,Los Angeles,1,19,1,9,4,357
American Airlines,367,Chicago,Los Angeles,2,14,4,16,8,330
Delta,365,San Francisco,Los Angeles,1,20,5,20,4,306
American Airlines,260,New York,Chicago,1,21,3,11,1,311
United,351,Chicago,San Francisco,2,59,4,6,12,305
Delta,429,Los Angeles,Miami,2,29,2,18,12,370
American Airlines,449,Los Angeles,Miami,1,36,6,1,12,331
Delta,300,Chicago,San Francisco,2,30,5,9,3,358
Delta,275,Miami,New York,0,34,3,19,12,387
United,263,Miami,Los Angeles,0,10,4,3,5,392
American Airlines,292,Miami,Chicago,0,58,6,28,4,364
Delta,332,Chicago,Los Angeles,0,38,6,4,2,391
United,364,New York,San Francisco,1,26,4,27,12,337
United,417,Los Angeles,Chicago,1,56,3,11,1,328
United,409,Chicago,New York,0,13,2,10,1,320
United,351,Los Angeles,Miami,0,20,5,23,3,337
Delta,261,New York,San Francisco,2,21,1,9,4,401
Delta,315,New York,Chicago,0,49,6,12,5,337
Delta,352,Miami,Los Angeles,2,53,0,12,2,347
Delta,364,Los Angeles,San Francisco,1,46,4,2,2,382
Delta,433,San Francisco,New York,2,45,4,25,10,339
American Airlines,295,New York,Miami,0,17,2,19,6,346
United,403,Chicago,Miami,1,12,6,7,7,347
United,263,Chicago,San Francisco,2,16,2,8,5,328
American Airlines,358,Chicago,San Francisco,1,48,3,29,8,372
American Airlines,336,Chicago,Miami,0,23,5,9,3,345
Delta,350,Los Angeles,New York,0,38,1,26,11,376
United,440,Miami,Chicago,1,24,5,6,4,397
American Airlines,370,Chicago,Los Angeles,1,52,1,23,7,407
United,382,Los Angeles,New York,0,16,0,6,5,310
United,349,Miami,San Francisco,1,15,5,10,8,320
United,396,New York,Miami,1,45,0,22,1,303
American Airlines,326,New York,Chicago,2,22,4,2,2,296
United,426,Los Angeles,New York,0,24,3,6,6,338
Delta,362,Miami,Chicago,1,45,5,30,3,393
Delta,317,Los Angeles,New York,2,55,0,25,3,384
Delta,282,San Francisco,Miami,2,27,5,6,7,392
United,390,Los Angeles,San Francisco,0,57,0,30,12,368
American Airlines,254,Chicago,Miami,1,47,3,26,9,392
United,324,Chicago,San Francisco,2,36,2,12,6,341
Delta,358,New York,San Francisco,2,47,5,28,9,318
United,281,Miami,San Francisco,1,53,0,30,12,394
American Airlines,368,Los Angeles,San Francisco,2,23,4,13,12,393
United,388,Miami,San Francisco,2,50,1,29,10,366
United,353,Los Angeles,Chicago,1,24,1,30,7,336
Delta,347,Los Angeles,New York,1,48,2,4,9,404
American Airlines,449,Los Angeles,Miami,1,36,2,11,12,317
United,431,New York,Los Angeles,2,49,2,30,10,382
United,348,Chicago,Miami,2,26,3,4,7,374
Delta,395,Miami,New York,1,20,2,7,8,376
Delta,425,Los Angeles,San Francisco,2,22,1,4,6,338
United,431,Miami,New York,2,44,5,2,3,386
United,317,New York,Miami,0,37,0,9,9,393
American Airlines,254,New York,Miami,2,35,3,19,9,407
Delta,323,San Francisco,Chicago,1,48,3,15,2,319
United,305,New York,San Francisco,1,36,3,22,8,349
American Airlines,261,San Francisco,Los Angeles,0,32,5,9,11,377
American Airlines,290,Miami,New York,2,38,0,25,3,380
United,321,San Francisco,New York,2,44,4,21,6,365
United,437,Chicago,New York,0,25,6,18,2,336
American Airlines,259,Miami,Chicago,2,57,6,21,7,415
Delta,394,Miami,New York,2,41,5,28,9,391
United,348,San Francisco,Chicago,1,25,2,11,9,332
American Airlines,398,New York,Los Angeles,2,12,1,2,4,329
American Airlines,421,Los Angeles,Miami,2,26,6,13,10,397
United,253,Miami,Chicago,2,36,6,15,12,393
American Airlines,428,San Francisco,Los Angeles,0,37,3,12,9,406
United,366,New York,Miami,1,43,3,7,11,310
United,282,San Francisco,Chicago,2,52,6,14,1,311
Delta,313,San Francisco,Chicago,2,54,6,28,4,338
American Airlines,320,Chicago,Los Angeles,2,36,3,11,4,350
Delta,354,Los Angeles,New York,0,11,1,5,11,385
American Airlines,297,New York,San Francisco,1,33,4,15,11,329
American Airlines,258,Chicago,Los Angeles,2,20,0,17,6,320
Delta,328,Miami,New York,2,31,1,10,12,386
Delta,446,Chicago,Miami,1,37,6,28,7,400
United,343,San Francisco,New York,1,37,0,1,1,340
Delta,318,New York,Los Angeles,1,11,5,5,10,391
Delta,354,New York,Los Angeles,0,21,2,16,10,308
American Airlines,309,San Francisco,New York,0,35,0,29,4,398
Delta,391,San Francisco,Los Angeles,1,42,3,10,10,313
Delta,268,New York,Chicago,0,54,6,23,6,342
United,324,Los Angeles,San Francisco,2,39,2,20,3,349
American Airlines,398,Chicago,San Francisco,2,33,1,28,5,353
American Airlines,438,New York,Miami,2,55,6,14,7,338
Delta,293,San Francisco,Los Angeles,0,38,2,11,9,400
Delta,369,New York,Chicago,1,20,5,2,11,311
United,259,New York,San Francisco,2,32,3,4,4,389
Delta,339,San Francisco,Los Angeles,2,28,0,1,4,420
American Airlines,345,Los Angeles,San Francisco,2,26,4,16,8,380
American Airlines,362,Miami,New York,1,20,3,20,6,319
American Airlines,323,New York,Miami,2,30,3,14,3,331
Delta,279,Chicago,Los Angeles,2,42,0,22,7,409
Delta,397,New York,Chicago,1,13,4,5,1,336
United,385,Chicago,San Francisco,2,57,5,27,1,344
American Airlines,346,New York,Miami,0,52,5,3,2,311
American Airlines,282,New York,Los Angeles,1,25,4,15,11,391
United,288,Chicago,Miami,0,26,1,26,3,306
United,376,New York,San Francisco,0,42,4,14,6,391
United,341,Los Angeles,Chicago,2,25,0,3,6,332
United,353,Miami,San Francisco,0,46,4,28,6,334
United,327,Chicago,Miami,0,46,6,25,8,343
United,378,Los Angeles,Miami,1,16,3,14,11,378
American Airlines,281,New York,Miami,1,28,6,8,12,333
United,273,Chicago,San Francisco,1,56,5,20,1,376
Delta,436,Miami,Chicago,2,23,5,10,2,391
Delta,448,Chicago,Miami,1,31,1,18,6,357
Delta,286,New York,Los Angeles,1,25,5,17,8,364
American Airlines,399,Miami,New York,1,14,5,31,8,394
Delta,368,San Francisco,Chicago,0,28,6,14,7,411
Delta,427,Miami,Los Angeles,0,34,4,18,10,388
American Airlines,431,Chicago,Los Angeles,1,29,0,23,9,313
United,357,Miami,San Francisco,0,60,1,30,1,303
American Airlines,288,San Francisco,Los Angeles,0,29,5,4,5,317
Delta,304,New York,San Francisco,0,48,4,27,9,357
American Airlines,268,Miami,San Francisco,2,55,2,26,6,387
United,397,Chicago,San Francisco,0,30,1,26,11,315
Delta,276,San Francisco,New York,2,53,6,1,9,409
American Airlines,409,San Francisco,Chicago,0,13,4,22,11,304
United,290,Los Angeles,San Francisco,0,39,6,4,2,309
United,251,Miami,Los Angeles,1,59,5,15,6,339
United,272,New York,Los Angeles,1,12,2,21,8,413
American Airlines,412,Chicago,San Francisco,1,34,2,7,8,384
Delta,420,Chicago,Los Angeles,1,53,3,15,8,410
United,355,San Francisco,Chicago,0,44,4,27,9,346
United,347,Los Angeles,New York,1,15,2,20,11,377
Delta,309,Miami,Chicago,0,50,6,27,10,337
United,450,New York,Miami,1,35,6,17,3,378
Delta,361,Los Angeles,Miami,0,42,5,3,8,331
Delta,258,Miami,New York,2,10,4,19,4,315
Delta,273,Chicago,Los Angeles,1,38,3,2,5,327
Delta,417,San Francisco,New York,2,60,1,28,5,378
American Airlines,403,New York,San Francisco,2,60,0,22,4,398
Delta,405,Miami,San Francisco,2,22,3,28,11,385
Delta,439,Los Angeles,San Francisco,0,33,4,1,11,307
Delta,307,New York,Chicago,1,58,1,5,3,322
United,291,New York,San Francisco,1,48,1,20,2,359
American Airlines,447,Los Angeles,Chicago,0,52,0,24,6,374
American Airlines,348,Los Angeles,Miami,2,56,4,28,6,318
Delta,342,New York,Los Angeles,1,17,4,29,3,303
American Airlines,255,New York,Chicago,1,58,1,28,5,345
American Airlines,401,New York,Miami,2,15,4,15,3,324
American Airlines,311,Chicago,Los Angeles,2,15,2,24,4,364
Delta,404,Los Angeles,San Francisco,2,24,1,3,9,349
United,321,New York,San Francisco,0,14,6,22,12,333
United,277,Chicago,Los Angeles,0,43,4,30,8,376
United,365,San Francisco,Los Angeles,0,42,3,1,8,404
United,436,San Francisco,Chicago,1,19,6,8,12,317
Delta,449,New York,Los Angeles,1,18,3,28,3,312
American Airlines,363,San Francisco,Miami,1,31,6,27,10,330
Delta,368,New York,Chicago,1,10,3,24,10,344
American Airlines,346,Miami,New York,0,54,3,1,8,340
American Airlines,439,San Francisco,Chicago,2,11,6,14,1,303
United,314,Los Angeles,San Francisco,1,18,4,19,7,356
American Airlines,306,New York,Chicago,1,57,6,27,10,329
American Airlines,423,New York,Miami,2,36,0,16,12,366
American Airlines,386,Miami,Chicago,2,52,0,13,5,369
American Airlines,418,New York,Miami,0,39,0,8,7,402
Delta,253,Los Angeles,Miami,2,56,2,6,11,325
Delta,328,Miami,Chicago,0,21,2,18,9,375
Delta,360,Miami,Los Angeles,1,36,6,22,9,352
American Airlines,429,Chicago,San Francisco,2,40,3,14,3,399
Delta,267,Miami,Chicago,0,18,6,21,4,350
Delta,280,Miami,San Francisco,1,15,4,9,2,368
American Airlines,279,San Francisco,New York,1,60,4,22,3,334
Delta,319,Los Angeles,Miami,0,11,2,5,6,408
American Airlines,369,Chicago,San Francisco,2,47,4,20,12,303
Delta,424,Chicago,San Francisco,2,47,5,7,12,317
Delta,265,New York,Miami,2,50,0,1,4,391
American Airlines,379,Los Angeles,San Francisco,0,12,2,28,8,329
United,442,New York,Miami,2,20,2,28,8,361
Delta,445,New York,Chicago,2,35,5,13,4,352
United,442,New York,Chicago,2,11,2,23,10,334
United,427,Miami,Chicago,2,34,4,22,3,355
Delta,357,Chicago,San Francisco,2,12,5,20,1,321
Delta,309,Miami,San Francisco,2,41,3,4,7,401
Delta,271,Miami,Los Angeles,1,16,2,19,6,386
Delta,333,New York,Miami,0,57,4,1,11,324
United,331,Chicago,Los Angeles,0,13,2,3,7,356
Delta,405,Los Angeles,Miami,0,40,6,18,8,326
United,340,New York,Miami,1,37,0,29,4,378
United,446,Chicago,Los Angeles,0,40,1,11,6,374
Delta,435,Los Angeles,Chicago,0,22,0,23,9,327
United,256,San Francisco,Los Angeles,2,28,3,13,6,391
American Airlines,422,Miami,Los Angeles,1,41,4,7,6,332
Delta,424,Miami,New York,1,23,5,29,6,399
American Airlines,391,San Francisco,Miami,2,27,3,31,10,404
American Airlines,381,Miami,San Francisco,0,60,3,6,6,399
United,348,Chicago,Miami,0,25,3,10,10,366
United,275,Miami,San Francisco,0,26,1,24,12,346
American Airlines,435,Chicago,Los Angeles,2,36,5,9,11,330
American Airlines,307,Los Angeles,San Francisco,0,17,5,10,8,371
American Airlines,380,San Francisco,Los Angeles,1,14,6,28,4,321
United,377,Los Angeles,Chicago,1,25,6,16,6,317
United,370,San Francisco,Miami,2,55,0,11,11,383
Delta,364,Miami,Los Angeles,0,36,0,29,1,338
American Airlines,343,Miami,New York,2,59,2,4,9,342
Delta,422,Miami,New York,1,54,6,22,9,329
Delta,423,Miami,Chicago,1,41,4,22,11,378
American Airlines,337,Chicago,San Francisco,0,11,3,3,10,346
Delta,272,Los Angeles,Miami,0,37,0,23,12,312
Delta,328,San Francisco,New York,2,19,1,24,9,371
United,446,New York,Los Angeles,2,28,2,28,8,325
United,445,San Francisco,Miami,0,31,0,2,12,318
Delta,372,San Francisco,New York,0,58,1,7,5,341
American Airlines,424,Los Angeles,San Francisco,0,21,5,6,7,329
American Airlines,315,Miami,New York,1,17,4,5,7,407
United,409,Miami,San Francisco,2,50,0,20,5,345
United,369,San Francisco,Chicago,0,13,6,17,3,300
Delta,308,New York,Miami,1,31,1,3,12,344
United,353,Chicago,Miami,0,29,6,20,10,379
Delta,260,Miami,San Francisco,0,34,4,12,7,363
American Airlines,258,New York,San Francisco,0,57,5,22,6,362
United,336,Los Angeles,San Francisco,1,43,1,24,12,374
Delta,355,Los Angeles,Chicago,0,15,2,16,10,318
United,425,San Francisco,Chicago,2,38,5,14,12,385
United,401,San Francisco,Los Angeles,2,24,2,15,5,355
Delta,374,Los Angeles,San Francisco,1,60,4,26,1,317
American Airlines,335,New York,Los Angeles,0,17,0,9,12,349
Delta,394,Chicago,San Francisco,0,33,5,18,5,353
Delta,323,Miami,Chicago,0,22,2,3,1,371
Delta,448,San Francisco,Los Angeles,1,18,6,4,2,299
American Airlines,423,Miami,New York,0,30,2,11,12,326
Delta,327,New York,Los Angeles,1,47,6,1,12,366
United,380,San Francisco,Miami,1,39,6,2,6,323
Delta,269,San Francisco,Chicago,0,44,4,5,1,297
Delta,432,Chicago,Los Angeles,0,20,0,15,1,318
American Airlines,354,Chicago,Miami,0,22,1,16,7,390
Delta,314,New York,San Francisco,0,39,5,21,12,317
United,435,New York,San Francisco,2,35,4,20,12,297
United,373,Chicago,Los Angeles,0,37,0,26,2,390
Delta,355,Miami,Chicago,0,59,3,1,8,383
Delta,336,New York,Los Angeles,1,48,6,20,10,383
Delta,390,Los Angeles,Chicago,2,27,5,29,6,363
Delta,316,San Francisco,Los Angeles,1,27,3,19,9,361
American Airlines,411,Miami,San Francisco,1,19,3,29,8,372
Delta,314,New York,Los Angeles,0,33,0,24,6,349
American Airlines,402,New York,Chicago,1,22,6,7,4,311
American Airlines,345,San Francisco,Miami,2,17,1,13,8,344
American Airlines,332,San Francisco,Chicago,0,47,2,22,5,349
American Airlines,422,San Francisco,New York,0,54,4,23,2,388
United,403,Chicago,New York,0,20,3,11,1,330
Delta,318,San Francisco,Los Angeles,2,13,3,11,4,381
United,436,San Francisco,Chicago,2,53,1,23,1,379
United,377,Los Angeles,Miami,2,47,0,13,5,347
United,373,Miami,New York,2,37,5,1,6,361
American Airlines,391,New York,Chicago,0,52,1,10,12,361
American Airlines,397,Chicago,San Francisco,2,11,2,7,2,391
Delta,389,Los Angeles,Miami,2,42,3,12,9,386
Delta,426,New York,San Francisco,2,23,4,29,11,391
American Airlines,312,New York,Chicago,0,27,1,19,11,389
United,345,San Francisco,Miami,1,46,5,23,3,387
Delta,432,Los Angeles,San Francisco,2,32,3,7,3,330
American Airlines,418,New York,San Francisco,0,17,4,20,12,304
American Airlines,411,Miami,San Francisco,1,18,1,30,7,375
United,418,Miami,Los Angeles,0,11,5,25,5,386
Delta,385,Los Angeles,Chicago,0,16,0,28,10,326
American Airlines,401,Chicago,San Francisco,2,46,2,1,5,313
American Airlines,385,Miami,San Francisco,0,49,2,24,1,324
United,311,Chicago,Miami,1,55,6,19,5,342
Delta,448,San Francisco,Chicago,2,50,5,16,3,398
United,252,New York,Chicago,1,35,2,10,4,360
American Airlines,309,Chicago,Miami,2,37,2,11,9,339
United,303,San Francisco,Chicago,0,48,5,14,12,352
United,262,San Francisco,New York,0,54,5,27,7,325
United,253,Chicago,San Francisco,2,34,3,7,11,325
United,310,San Francisco,Los Angeles,1,28,2,19,6,334
Delta,284,Los Angeles,San Francisco,1,48,1,10,12,390
Delta,294,Chicago,Miami,0,15,6,22,9,310
United,428,Chicago,Miami,0,54,3,11,7,395
United,432,Miami,Los Angeles,2,57,3,4,1,313
Delta,317,New York,Chicago,0,48,4,18,10,361
United,339,San Francisco,Los Angeles,1,48,2,20,3,327
United,399,New York,Los Angeles,0,29,1,10,9,378
Delta,358,San Francisco,Miami,0,44,2,5,6,358
American Airlines,272,New York,San Francisco,1,23,6,29,9,381
Delta,383,New York,Miami,2,35,1,6,2,318
American Airlines,430,New York,Miami,0,26,6,24,3,378
Delta,252,Los Angeles,Chicago,2,42,2,4,9,336
American Airlines,396,Miami,Los Angeles,1,24,4,26,1,383
American Airlines,303,Miami,San Francisco,1,38,2,14,2,388
Delta,395,Chicago,Los Angeles,2,36,2,30,10,327
United,290,San Francisco,Chicago,1,59,1,12,11,380
American Airlines,330,Los Angeles,Miami,1,29,1,6,2,338
United,366,New York,San Francisco,2,12,5,7,9,324
United,274,Miami,Chicago,0,53,6,1,12,364
American Airlines,423,Miami,San Francisco,1,34,3,19,12,340
United,387,New York,Miami,0,15,0,15,4,321
United,334,San Francisco,Los Angeles,1,30,4,13,9,399
United,295,Miami,Los Angeles,0,49,6,8,9,334
American Airlines,365,Los Angeles,New York,1,51,5,24,8,353
Delta,343,New York,Los Angeles,1,38,4,6,12,300
United,252,San Francisco,New York,1,28,3,31,10,348
Delta,366,San Francisco,New York,2,50,5,17,2,366
Delta,266,Miami,San Francisco,0,35,3,5,9,407
Delta,435,Chicago,New York,1,30,1,20,2,357
American Airlines,277,Miami,San Francisco,2,11,6,10,3,337
United,304,Los Angeles,Miami,1,32,3,10,10,332
Delta,271,Miami,Chicago,2,39,1,23,7,361
American Airlines,367,Chicago,San Francisco,1,24,2,14,2,353
United,344,Miami,New York,1,46,3,4,7,408
American Airlines,315,Miami,Los Angeles,0,52,3,22,8,400
Delta,257,San Francisco,Los Angeles,0,45,5,1,6,320
American Airlines,432,New York,Los Angeles,2,29,2,4,12,305
American Airlines,376,San Francisco,Miami,1,50,6,1,12,360
American Airlines,384,New York,Miami,1,39,0,18,3,306
Delta,378,New York,Miami,1,30,5,21,12,328
American Airlines,356,San Francisco,Miami,0,22,0,25,3,333
Delta,260,New York,Los Angeles,0,18,1,5,11,380
United,252,San Francisco,Chicago,0,44,1,3,12,383
American Airlines,448,Miami,Los Angeles,0,36,6,22,12,299
United,261,New York,Los Angeles,1,20,4,22,11,305
Delta,373,New York,Miami,1,18,0,19,2,329
Delta,321,Miami,San Francisco,1,42,5,12,10,389
Delta,255,New York,Miami,2,31,2,21,8,400
American Airlines,420,Los Angeles,Chicago,1,28,3,28,11,448
Delta,405,Chicago,Los Angeles,2,44,4,5,7,380
Delta,449,Miami,New York,2,21,3,8,2,319
United,430,Chicago,Los Angeles,1,27,2,20,3,318
American Airlines,264,New York,San Francisco,1,25,1,7,5,312
American Airlines,322,Los Angeles,San Francisco,2,37,1,20,2,365
American Airlines,369,San Francisco,New York,0,32,6,1,12,316
United,379,New York,San Francisco,1,54,3,7,11,396
Delta,307,Miami,San Francisco,0,18,1,18,6,401
United,418,Miami,San Francisco,2,45,1,9,4,392
American Airlines,426,San Francisco,Los Angeles,2,29,0,1,4,398
United,358,New York,San Francisco,0,37,2,17,4,345
American Airlines,358,Los Angeles,Chicago,2,20,0,18,11,393
United,318,Miami,New York,2,24,5,28,9,402
American Airlines,256,Los Angeles,Miami,1,46,5,15,6,320
Delta,447,San Francisco,Chicago,0,44,2,18,9,355
American Airlines,400,Miami,New York,1,22,5,29,6,402
Delta,340,Los Angeles,San Francisco,2,22,0,23,9,335
Delta,320,Los Angeles,Chicago,1,35,2,4,12,331
United,330,New York,San Francisco,0,30,2,20,3,304
American Airlines,364,Miami,San Francisco,0,13,2,22,5,329
American Airlines,259,Chicago,Miami,2,57,3,28,3,359
American Airlines,438,Chicago,Miami,1,31,2,21,8,334
Delta,252,Los Angeles,Miami,0,25,2,20,11,378
United,387,San Francisco,Los Angeles,2,58,2,31,7,351
American Airlines,445,San Francisco,Chicago,0,13,1,27,2,348
American Airlines,353,Chicago,San Francisco,0,13,2,28,2,345
American Airlines,369,Chicago,Los Angeles,1,31,0,25,11,354
United,386,Los Angeles,San Francisco,1,17,2,29,5,384
American Airlines,431,Chicago,Miami,0,14,3,22,8,352
American Airlines,449,Chicago,San Francisco,2,46,1,30,4,395
